group	x	y	clickSelects
13414	-45.25	48.75	462
13414	-45.25	49.25	462
13414	-41.75	49.25	462
13414	-41.25	48.75	462
13414	-40.25	48.75	462
13414	-40.25	47.25	462
13414	-41.25	47.25	462
13414	-41.25	46.25	462
13414	-41.75	45.75	462
13414	-42.25	45.75	462
13414	-42.25	47.75	462
13414	-42.75	48.25	462
13414	-44.25	48.25	462
13414	-44.25	47.25	462
13414	-44.75	47.25	462
13414	-45.25	47.75	462
13414	-45.25	48.75	462
13415	-45.25	45.75	462
13415	-45.25	46.25	462
13415	-44.75	46.25	462
13415	-44.75	45.75	462
13415	-45.25	45.75	462
15364	-45.25	46.75	675
15364	-45.25	47.25	675
15364	-44.25	47.25	675
15364	-44.25	48.25	675
15364	-42.75	48.25	675
15364	-42.25	47.75	675
15364	-42.25	45.75	675
15364	-41.75	45.75	675
15364	-41.25	46.25	675
15364	-41.25	47.25	675
15364	-40.25	47.25	675
15364	-40.25	49.25	675
15364	-32.75	49.25	675
15364	-32.25	48.75	675
15364	-32.25	48.25	675
15364	-34.25	48.25	675
15364	-35.75	46.75	675
15364	-35.75	46.25	675
15364	-35.25	45.75	675
15364	-35.25	44.75	675
15364	-34.25	43.75	675
15364	-33.75	43.75	675
15364	-32.75	44.75	675
15364	-32.75	45.75	675
15364	-32.25	46.25	675
15364	-30.75	46.25	675
15364	-30.75	45.75	675
15364	-31.75	44.75	675
15364	-31.75	44.25	675
15364	-31.25	43.75	675
15364	-31.25	42.75	675
15364	-30.75	42.25	675
15364	-30.75	41.25	675
15364	-29.75	41.25	675
15364	-29.75	40.25	675
15364	-28.75	40.25	675
15364	-28.75	39.25	675
15364	-28.25	38.75	675
15364	-27.75	38.75	675
15364	-27.25	39.25	675
15364	-27.25	40.25	675
15364	-26.25	40.25	675
15364	-26.25	41.75	675
15364	-27.25	41.75	675
15364	-27.25	42.25	675
15364	-26.75	42.75	675
15364	-26.75	43.25	675
15364	-27.75	43.25	675
15364	-27.75	43.75	675
15364	-26.75	44.75	675
15364	-26.75	46.75	675
15364	-26.25	46.75	675
15364	-25.25	45.75	675
15364	-25.25	44.75	675
15364	-24.75	44.25	675
15364	-24.25	44.25	675
15364	-24.25	45.25	675
15364	-23.25	45.25	675
15364	-23.25	47.25	675
15364	-22.25	48.25	675
15364	-21.25	48.25	675
15364	-20.25	49.25	675
15364	-19.75	49.25	675
15364	-19.75	48.25	675
15364	-19.25	48.25	675
15364	-18.75	48.75	675
15364	-18.25	48.75	675
15364	-18.25	48.25	675
15364	-18.75	47.75	675
15364	-18.75	47.25	675
15364	-18.25	46.75	675
15364	-18.25	46.25	675
15364	-18.75	45.75	675
15364	-18.75	44.75	675
15364	-19.25	44.25	675
15364	-19.25	43.25	675
15364	-19.75	42.75	675
15364	-19.75	41.75	675
15364	-21.25	41.75	675
15364	-22.25	42.75	675
15364	-22.75	42.75	675
15364	-22.75	42.25	675
15364	-22.25	41.75	675
15364	-22.25	40.75	675
15364	-21.25	40.75	675
15364	-20.75	40.25	675
15364	-19.75	40.25	675
15364	-19.25	39.75	675
15364	-19.25	38.75	675
15364	-18.75	38.75	675
15364	-18.25	39.25	675
15364	-17.75	39.25	675
15364	-17.25	38.75	675
15364	-17.25	37.25	675
15364	-18.25	36.25	675
15364	-18.25	35.75	675
15364	-17.75	35.75	675
15364	-16.75	36.75	675
15364	-16.25	36.75	675
15364	-16.25	36.25	675
15364	-16.75	35.75	675
15364	-16.75	35.25	675
15364	-15.75	35.25	675
15364	-15.25	34.75	675
15364	-15.25	30.75	675
15364	-14.25	30.75	675
15364	-13.75	30.25	675
15364	-13.25	30.25	675
15364	-13.25	31.25	675
15364	-12.25	31.25	675
15364	-11.75	31.75	675
15364	-10.75	31.75	675
15364	-10.25	32.25	675
15364	-9.75	32.25	675
15364	-9.75	30.25	675
15364	-7.75	30.25	675
15364	-7.75	28.75	675
15364	-8.75	28.75	675
15364	-8.75	28.25	675
15364	-8.25	27.75	675
15364	-8.25	27.25	675
15364	-8.75	26.75	675
15364	-8.75	26.25	675
15364	-7.75	26.25	675
15364	-5.75	24.25	675
