x	y
2.45293992753303	1.2021157606032
0.599701611904854	0.293651601182209
1.12708241071374	0.587287799442507
0.286522884379214	0.115875487677086
0.647664026452436	0.244160495313389
-0.147602194612636	0.0441200942469032
0.856402148913631	0.269674126255607
-0.274543615419783	0.104486257014791
0.109702097439193	0.0305996877414408
0.102696565160689	0.0291301930116516
0.420169302326914	0.125515916680805
0.574288442429255	0.242091597187146
-0.362239262009769	0.11949301264686
1.06421156504096	0.485410914984219
0.851562842904262	0.266119826443863
-0.409773012409885	0.105272592457145
0.0200444876104695	0.00461416292394444
0.389476207060276	0.139598790767629
-0.417552224421258	0.106772872199572
2.45291708527874	1.22623527337585
0.932467228160137	0.483326745183613
0.428216080614562	0.176445288470777
1.0459214336121	0.479150296544547
-0.414591443861129	0.105628145214898
0.574407502084626	0.243650290488997
1.66753565563933	1.05212237785273
1.12915593364302	0.593745573286013
0.405460453942736	0.144566437236244
0.349618320960647	0.16243592533728
0.283644408759099	0.114404207611797
1.51818223715602	0.501309490996585
0.642736745144045	0.23816514762758
0.858611105184231	0.267302404887987
0.411060929988926	0.120425372665075
0.655010763173486	0.245886214126999
1.98484659753012	1.28182424824882
0.605001180484464	0.294869020525673
0.408161333919953	0.122380649682131
0.653326240534686	0.358584240065808
0.14091900421731	0.0543881736517925
0.963863030650804	0.372605406164193
2.12292160543016	1.70244852732372
1.0442406189937	0.480192818372556
1.0709327894252	0.491123627845374
1.04312412524843	0.477414920232772
1.38214448590482	0.665491051389544
1.06452595639019	0.494583426634021
0.639795014566695	0.237872505341353
0.654702900191539	0.245862353427637
1.11775511020693	0.584573036097187
2.81731158109936	1.08004091253243
-0.142160696506142	0.0500326134610955
0.82129339051329	0.368667249290151
0.65043005704482	0.242433401204594
1.38096800988914	0.65688924187842
1.50814989160792	0.496807235205902
0.0246618161441259	0.00531649908459318
0.639706405419187	0.236464497184404
0.0811887759771164	0.023808698900612
0.926710481179336	0.482796205364116
2.0460879599875	0.845562579937585
0.82622540056623	0.367830097461936
1.99530843699501	1.28283444525311
0.651917555952516	0.2448277898716
0.101682412842895	0.0288667764373207
0.416328682251224	0.124412446040829
-0.0792212367878057	0.0313534202530936
0.650117606515504	0.24464131922405
0.412335133985834	0.123817002068869
-1.32641199624616	0.337202947491199
0.425215586729938	0.126679550288374
-0.427592849642964	0.108830917330152
0.173890855251328	0.0591377386228619
1.37086153301647	0.65283729102477
0.643474470182504	0.240838365423835
0.420403886432106	0.125554935760529
0.96685326426888	0.377511948695979
-1.01823629916346	0.324510516245315
1.98446856919841	0.63918640405761
0.42571159983504	0.126808685626617
1.20488301828799	0.727734874117828
0.432926326968202	0.128328897473535
1.05833894106843	0.483677171924447
1.5128690314391	0.500842228185117
0.0246845930651533	0.00801968270671126
0.813401870514506	0.36055461621399
1.70900987872433	0.948901482336509
1.87861233520291	1.49936463223834
0.405460453942736	0.144566437236244
2.14479035373193	1.2002893975542
-1.32641199624616	0.337202947491199
0.953654801890784	0.367369834181796
0.094478528666872	0.0269384909575989
0.615200911100627	0.266334311968006
1.21610180580314	0.7443804237266
4.56609478141336	3.26261487562348
0.645610638559116	0.241290093781425
1.38707279038328	0.653741752879657
1.69541141568017	0.934757367114221
0.810938832891314	0.361289252785652
0.267849625189601	0.1081490513804
0.418083754102196	0.173809110273403
1.37370429368323	0.657966604084797
1.42434124101877	0.878391186284576
2.77097659020927	1.60447837584952
1.22240334669885	0.741166427723786
1.89881325083035	1.46434413117156
0.623447582116612	0.305115699049349
-3.81218884236119	1.54956275418038
0.0322678442917617	0.00658660527042379
0.813354524453583	0.359000366438237
0.657793335922684	0.245459312659993
0.94104687250878	0.488313877078436
