group	label	showSelected1
1	Cluster 10: 2431/6871 pixels shown, logFC -4.5 to 5.0, log10(p) 0.0 to 4.7	10
1	Cluster 214: 175/6372 pixels shown, logFC -4.8 to 3.8, log10(p) 0.0 to 3.1	214
1	Cluster 258: 798/2653 pixels shown, logFC -4.1 to 5.3, log10(p) 0.0 to 5.4	258
1	Cluster 1219: 656/1103 pixels shown, logFC -2.0 to 5.1, log10(p) 0.0 to 9.4	1219
1	Cluster 1526: 53/79 pixels shown, logFC -2.5 to 4.6, log10(p) 0.0 to 3.2	1526
1	Cluster 1641: 116/116 pixels shown, logFC -3.3 to 3.7, log10(p) 0.0 to 2.0	1641
1	Cluster 2033: 120/191 pixels shown, logFC -4.2 to 2.8, log10(p) 0.0 to 1.9	2033
1	Cluster 2172: 376/2608 pixels shown, logFC -3.9 to 5.0, log10(p) 0.0 to 7.1	2172
1	Cluster 2879: 22/23 pixels shown, logFC -3.5 to 0.9, log10(p) 0.0 to 1.3	2879
1	Cluster 2969: 54/54 pixels shown, logFC -0.2 to 3.9, log10(p) 0.0 to 3.6	2969
1	Cluster 3156: 22/22 pixels shown, logFC -2.8 to 0.0, log10(p) 0.0 to 0.9	3156
1	Cluster 3281: 66/66 pixels shown, logFC -3.6 to 2.2, log10(p) 0.0 to 2.1	3281
1	Cluster 3442: 84/84 pixels shown, logFC -2.5 to 3.9, log10(p) 0.1 to 3.7	3442
