group	label	showSelected1
1	Cluster 61: 26/3769 pixels shown, logFC -4.7 to 4.6, log10(p) 0.0 to 3.3	61
1	Cluster 400: 881/14421 pixels shown, logFC -4.9 to 4.9, log10(p) 0.0 to 5.9	400
1	Cluster 557: 132/1371 pixels shown, logFC -3.5 to 4.3, log10(p) 0.0 to 5.3	557
1	Cluster 1221: 22/164 pixels shown, logFC -3.1 to 3.7, log10(p) 0.0 to 3.1	1221
1	Cluster 2012: 895/1601 pixels shown, logFC -2.5 to 6.2, log10(p) 0.0 to 8.9	2012
1	Cluster 2088: 138/138 pixels shown, logFC -3.3 to 3.7, log10(p) 0.0 to 2.5	2088
1	Cluster 2421: 159/159 pixels shown, logFC 0.4 to 5.1, log10(p) 0.2 to 9.6	2421
1	Cluster 3379: 48/50 pixels shown, logFC 0.5 to 4.7, log10(p) 0.3 to 9.9	3379
1	Cluster 3771: 8/224 pixels shown, logFC -0.8 to 4.2, log10(p) 0.0 to 4.4	3771
1	Cluster 3838: 56/56 pixels shown, logFC 2.1 to 4.5, log10(p) 2.4 to 11.5	3838
