fill	x	y	xmin	xmax	ymin	ymax
#E2C0BB	22880	24	22855	22905	-1	49
#D8D3EA	22930	24	22905	22955	-1	49
#E3C3BF	22930	74	22905	22955	49	99
#CBC4E3	22980	74	22955	23005	49	99
#998FC7	22980	124	22955	23005	99	149
#D3CEE7	23030	124	23005	23055	99	149
#8C81C0	23030	174	23005	23055	149	199
#EEECF6	23080	174	23055	23105	149	199
#F2E1DF	23080	224	23055	23105	199	249
#E8CDC9	23130	224	23105	23155	199	249
#D1A09A	23130	274	23105	23155	249	299
#D6AAA5	23180	274	23155	23205	249	299
#AB615A	23180	324	23155	23205	299	349
#EAD1CE	23230	374	23205	23255	349	399
#E2C0BB	23280	424	23255	23305	399	449
#F5E8E6	23330	424	23305	23355	399	449
#DBB3AE	23330	474	23305	23355	449	499
#FCF7F6	23380	474	23355	23405	449	499
#F7F6FB	23380	524	23355	23405	499	549
#E9E6F3	23430	524	23405	23455	499	549
#F8EFEE	23430	574	23405	23455	549	599
#FEFEFE	23480	624	23455	23505	599	649
#BDB5DB	23530	624	23505	23555	599	649
#B9B0D9	23530	674	23505	23555	649	699
#7167B2	23580	724	23555	23605	699	749
#9288C4	23630	724	23605	23655	699	749
#9388C4	23630	774	23605	23655	749	799
#8F84C2	23680	774	23655	23705	749	799
#DDD8EC	23680	824	23655	23705	799	849
#F7F6FB	23730	824	23705	23755	799	849
#DFBAB6	23730	874	23705	23755	849	899
#EEECF6	23780	924	23755	23805	899	949
#B4ABD6	23830	974	23805	23855	949	999
#867BBD	23880	1024	23855	23905	999	1049
#FAFAFC	23930	1074	23905	23955	1049	1099
#847ABC	23980	1074	23955	24005	1049	1099
#3B3A98	23980	1124	23955	24005	1099	1149
#7066B2	24030	1124	24005	24055	1099	1149
#9389C4	24030	1174	24005	24055	1149	1199
#887DBE	24130	1224	24105	24155	1199	1249
#3E3D9A	24130	1274	24105	24155	1249	1299
#E6C8C5	23230	324	23205	23255	299	349
#EBD3CF	23280	374	23255	23305	349	399
#F2F0F8	23480	574	23455	23505	549	599
#AAA1D1	23580	674	23555	23605	649	699
#F3F1F8	23780	874	23755	23805	849	899
#B4ACD6	23830	924	23805	23855	899	949
#9388C4	23880	974	23855	23905	949	999
#D7D1E9	23930	1024	23905	23955	999	1049
#DDD9ED	24080	1174	24055	24105	1149	1199
#F1EFF7	24080	1224	24055	24105	1199	1249
#CCC6E3	22980	24	22955	23005	-1	49
#C8908A	23080	124	23055	23105	99	149
#D8AEA8	23180	224	23155	23205	199	249
#E6C9C5	23280	324	23255	23305	299	349
#FAF9FC	23380	424	23355	23405	399	449
#E9E6F3	23480	524	23455	23505	499	549
#CFC9E5	23580	624	23555	23605	599	649
#AFA5D3	23680	724	23655	23705	699	749
#CDC6E4	23780	824	23755	23805	799	849
#8479BC	23880	924	23855	23905	899	949
#ACA3D2	23980	1024	23955	24005	999	1049
#847ABC	24080	1124	24055	24105	1099	1149
#FAF3F2	23030	74	23005	23055	49	99
#FCFCFD	23130	174	23105	23155	149	199
#EDD6D3	23230	274	23205	23255	249	299
#F7ECEB	23330	374	23305	23355	349	399
#FDFAFA	23430	474	23405	23455	449	499
#D4CEE8	23530	574	23505	23555	549	599
#CBC5E3	23630	674	23605	23655	649	699
#BEB6DC	23730	774	23705	23755	749	799
#B2A9D5	23830	874	23805	23855	849	899
#7B70B7	24030	1074	24005	24055	1049	1099
#978CC6	24130	1174	24105	24155	1149	1199
#9085C2	23930	974	23905	23955	949	999
#6A60AE	24180	1224	24155	24205	1199	1249
#F9F8FC	23030	24	23005	23055	-1	49
#C68C86	23080	74	23055	23105	49	99
#DCB5B0	23130	124	23105	23155	99	149
#E5C7C3	23180	174	23155	23205	149	199
#DFBBB7	23230	224	23205	23255	199	249
#E7CAC6	23280	274	23255	23305	249	299
#D8AEA9	23330	324	23305	23355	299	349
#F7EEEC	23380	374	23355	23405	349	399
#F0DDDB	23430	424	23405	23455	399	449
#F2E1DF	23480	474	23455	23505	449	499
#DBD6EC	23530	524	23505	23555	499	549
#F6F4FA	23580	574	23555	23605	549	599
#E4E0F0	23630	624	23605	23655	599	649
#E5E1F1	23680	674	23655	23705	649	699
#DFDBEE	23730	724	23705	23755	699	749
#BBB2DA	23780	774	23755	23805	749	799
#C3BBDE	23830	824	23805	23855	799	849
#675EAD	23880	874	23855	23905	849	899
#6B61AF	23930	924	23905	23955	899	949
#9287C4	23980	974	23955	24005	949	999
#867BBD	24030	1024	24005	24055	999	1049
#978CC6	24080	1074	24055	24105	1049	1099
#8479BC	24130	1124	24105	24155	1099	1149
#3A3A98	24180	1174	24155	24205	1149	1199
#DCB5B0	23080	24	23055	23105	-1	49
#F7EDEC	23180	124	23155	23205	99	149
#E4C4C0	23280	224	23255	23305	199	249
#E2C1BD	23380	324	23355	23405	299	349
#EFDCD9	23480	424	23455	23505	399	449
#FBF5F5	23580	524	23555	23605	499	549
#E8E5F3	23680	624	23655	23705	599	649
#A69CCE	23780	724	23755	23805	699	749
#958BC5	23880	824	23855	23905	799	849
#786EB6	23980	924	23955	24005	899	949
#6C62AF	24080	1024	24055	24105	999	1049
#645CAC	24180	1124	24155	24205	1099	1149
#CF9D97	23130	74	23105	23155	49	99
#E6C9C6	23230	174	23205	23255	149	199
#D09E98	23330	274	23305	23355	249	299
#FFFFFF	23430	374	23405	23455	349	399
#FAF9FC	23530	474	23505	23555	449	499
#EDEAF5	23630	574	23605	23655	549	599
#E9E5F3	23730	674	23705	23755	649	699
#BDB5DB	23830	774	23805	23855	749	799
#756BB4	23930	874	23905	23955	849	899
#847ABC	24030	974	24005	24055	949	999
#766BB4	24130	1074	24105	24155	1049	1099
#46429D	24230	1174	24205	24255	1149	1199
#E5E1F1	23130	24	23105	23155	-1	49
#D2CCE7	23180	74	23155	23205	49	99
#F0DDDB	23230	124	23205	23255	99	149
#CB958F	23280	174	23255	23305	149	199
#D6AAA5	23330	224	23305	23355	199	249
#E7CBC7	23380	274	23355	23405	249	299
#E4C4C0	23430	324	23405	23455	299	349
#FCF8F8	23480	374	23455	23505	349	399
#FBFAFD	23530	424	23505	23555	399	449
