group	label	showSelected1
1	Cluster 35: 1920/4658 pixels shown, logFC -4.6 to 4.3, log10(p) 0.0 to 4.9	35
1	Cluster 87: 248/1523 pixels shown, logFC -4.5 to 4.9, log10(p) 0.0 to 4.1	87
1	Cluster 527: 890/3503 pixels shown, logFC -4.4 to 5.1, log10(p) 0.0 to 6.1	527
1	Cluster 559: 448/8128 pixels shown, logFC -4.3 to 5.0, log10(p) 0.0 to 11.4	559
1	Cluster 1318: 334/2128 pixels shown, logFC -4.8 to 2.8, log10(p) 0.0 to 3.1	1318
1	Cluster 1857: 1030/2134 pixels shown, logFC -4.4 to 2.5, log10(p) 0.0 to 4.1	1857
1	Cluster 2163: 75/520 pixels shown, logFC -3.8 to 2.8, log10(p) 0.0 to 3.2	2163
1	Cluster 3260: 16/43 pixels shown, logFC -0.7 to 3.3, log10(p) 0.0 to 2.4	3260
1	Cluster 3273: 8/68 pixels shown, logFC -1.2 to 2.1, log10(p) 0.0 to 2.4	3273
1	Cluster 3576: 30/184 pixels shown, logFC -1.0 to 2.5, log10(p) 0.0 to 2.4	3576
