x	y	clickSelects	xmin	xmax	ymin	ymax
23780	624	23800,600	23755	23805	599	649
23880	724	23900,700	23855	23905	699	749
23980	824	24000,800	23955	24005	799	849
24080	924	24100,900	24055	24105	899	949
24180	1024	24200,1000	24155	24205	999	1049
23230	74	23250,50	23205	23255	49	99
23330	174	23350,150	23305	23355	149	199
23430	274	23450,250	23405	23455	249	299
23530	374	23550,350	23505	23555	349	399
23630	474	23650,450	23605	23655	449	499
23730	574	23750,550	23705	23755	549	599
23830	674	23850,650	23805	23855	649	699
23930	774	23950,750	23905	23955	749	799
24030	874	24050,850	24005	24055	849	899
24130	974	24150,950	24105	24155	949	999
24230	1074	24250,1050	24205	24255	1049	1099
24280	1124	24300,1100	24255	24305	1099	1149
23230	24	23250,0	23205	23255	-1	49
23280	74	23300,50	23255	23305	49	99
23330	124	23350,100	23305	23355	99	149
23380	174	23400,150	23355	23405	149	199
23430	224	23450,200	23405	23455	199	249
23480	274	23500,250	23455	23505	249	299
23530	324	23550,300	23505	23555	299	349
23580	374	23600,350	23555	23605	349	399
23630	424	23650,400	23605	23655	399	449
23680	474	23700,450	23655	23705	449	499
23730	524	23750,500	23705	23755	499	549
23780	574	23800,550	23755	23805	549	599
23830	624	23850,600	23805	23855	599	649
23880	674	23900,650	23855	23905	649	699
23930	724	23950,700	23905	23955	699	749
23980	774	24000,750	23955	24005	749	799
24030	824	24050,800	24005	24055	799	849
24080	874	24100,850	24055	24105	849	899
24130	924	24150,900	24105	24155	899	949
24180	974	24200,950	24155	24205	949	999
24230	1024	24250,1000	24205	24255	999	1049
24280	1074	24300,1050	24255	24305	1049	1099
23280	24	23300,0	23255	23305	-1	49
23330	74	23350,50	23305	23355	49	99
23380	124	23400,100	23355	23405	99	149
23430	174	23450,150	23405	23455	149	199
23480	224	23500,200	23455	23505	199	249
23530	274	23550,250	23505	23555	249	299
23580	324	23600,300	23555	23605	299	349
23630	374	23650,350	23605	23655	349	399
23680	424	23700,400	23655	23705	399	449
23730	474	23750,450	23705	23755	449	499
23780	524	23800,500	23755	23805	499	549
23830	574	23850,550	23805	23855	549	599
23880	624	23900,600	23855	23905	599	649
23930	674	23950,650	23905	23955	649	699
23980	724	24000,700	23955	24005	699	749
24030	774	24050,750	24005	24055	749	799
24080	824	24100,800	24055	24105	799	849
24130	874	24150,850	24105	24155	849	899
24180	924	24200,900	24155	24205	899	949
24230	974	24250,950	24205	24255	949	999
24280	1024	24300,1000	24255	24305	999	1049
24330	1074	24350,1050	24305	24355	1049	1099
23330	24	23350,0	23305	23355	-1	49
23380	74	23400,50	23355	23405	49	99
23430	124	23450,100	23405	23455	99	149
23480	174	23500,150	23455	23505	149	199
23530	224	23550,200	23505	23555	199	249
23580	274	23600,250	23555	23605	249	299
23630	324	23650,300	23605	23655	299	349
23680	374	23700,350	23655	23705	349	399
23730	424	23750,400	23705	23755	399	449
23780	474	23800,450	23755	23805	449	499
23830	524	23850,500	23805	23855	499	549
23880	574	23900,550	23855	23905	549	599
23930	624	23950,600	23905	23955	599	649
23980	674	24000,650	23955	24005	649	699
24030	724	24050,700	24005	24055	699	749
24080	774	24100,750	24055	24105	749	799
24130	824	24150,800	24105	24155	799	849
24180	874	24200,850	24155	24205	849	899
24230	924	24250,900	24205	24255	899	949
24280	974	24300,950	24255	24305	949	999
24330	1024	24350,1000	24305	24355	999	1049
23380	24	23400,0	23355	23405	-1	49
23480	124	23500,100	23455	23505	99	149
23580	224	23600,200	23555	23605	199	249
23680	324	23700,300	23655	23705	299	349
23780	424	23800,400	23755	23805	399	449
23880	524	23900,500	23855	23905	499	549
23980	624	24000,600	23955	24005	599	649
24080	724	24100,700	24055	24105	699	749
24180	824	24200,800	24155	24205	799	849
24280	924	24300,900	24255	24305	899	949
23430	74	23450,50	23405	23455	49	99
23530	174	23550,150	23505	23555	149	199
23630	274	23650,250	23605	23655	249	299
23730	374	23750,350	23705	23755	349	399
23830	474	23850,450	23805	23855	449	499
23930	574	23950,550	23905	23955	549	599
24030	674	24050,650	24005	24055	649	699
24130	774	24150,750	24105	24155	749	799
24230	874	24250,850	24205	24255	849	899
24330	974	24350,950	24305	24355	949	999
24380	1024	24400,1000	24355	24405	999	1049
23430	24	23450,0	23405	23455	-1	49
23480	74	23500,50	23455	23505	49	99
23530	124	23550,100	23505	23555	99	149
23580	174	23600,150	23555	23605	149	199
23630	224	23650,200	23605	23655	199	249
23680	274	23700,250	23655	23705	249	299
23730	324	23750,300	23705	23755	299	349
23780	374	23800,350	23755	23805	349	399
23830	424	23850,400	23805	23855	399	449
23880	474	23900,450	23855	23905	449	499
23930	524	23950,500	23905	23955	499	549
23980	574	24000,550	23955	24005	549	599
24030	624	24050,600	24005	24055	599	649
24080	674	24100,650	24055	24105	649	699
24130	724	24150,700	24105	24155	699	749
24180	774	24200,750	24155	24205	749	799
24230	824	24250,800	24205	24255	799	849
24280	874	24300,850	24255	24305	849	899
24330	924	24350,900	24305	24355	899	949
24380	974	24400,950	24355	24405	949	999
23480	24	23500,0	23455	23505	-1	49
23580	124	23600,100	23555	23605	99	149
23680	224	23700,200	23655	23705	199	249
23780	324	23800,300	23755	23805	299	349
23880	424	23900,400	23855	23905	399	449
23980	524	24000,500	23955	24005	499	549
24080	624	24100,600	24055	24105	599	649
24180	724	24200,700	24155	24205	699	749
24280	824	24300,800	24255	24305	799	849
24380	924	24400,900	24355	24405	899	949
23530	74	23550,50	23505	23555	49	99
23630	174	23650,150	23605	23655	149	199
23730	274	23750,250	23705	23755	249	299
23830	374	23850,350	23805	23855	349	399
23930	474	23950,450	23905	23955	449	499
24030	574	24050,550	24005	24055	549	599
24130	674	24150,650	24105	24155	649	699
24230	774	24250,750	24205	24255	749	799
24330	874	24350,850	24305	24355	849	899
24430	974	24450,950	24405	24455	949	999
23530	24	23550,0	23505	23555	-1	49
23580	74	23600,50	23555	23605	49	99
23630	124	23650,100	23605	23655	99	149
23680	174	23700,150	23655	23705	149	199
23730	224	23750,200	23705	23755	199	249
23780	274	23800,250	23755	23805	249	299
23830	324	23850,300	23805	23855	299	349
23880	374	23900,350	23855	23905	349	399
23930	424	23950,400	23905	23955	399	449
23980	474	24000,450	23955	24005	449	499
24030	524	24050,500	24005	24055	499	549
24080	574	24100,550	24055	24105	549	599
24130	624	24150,600	24105	24155	599	649
24180	674	24200,650	24155	24205	649	699
24230	724	24250,700	24205	24255	699	749
24280	774	24300,750	24255	24305	749	799
24330	824	24350,800	24305	24355	799	849
24380	874	24400,850	24355	24405	849	899
24430	924	24450,900	24405	24455	899	949
23580	24	23600,0	23555	23605	-1	49
23680	124	23700,100	23655	23705	99	149
23780	224	23800,200	23755	23805	199	249
23880	324	23900,300	23855	23905	299	349
23980	424	24000,400	23955	24005	399	449
24080	524	24100,500	24055	24105	499	549
24180	624	24200,600	24155	24205	599	649
24280	724	24300,700	24255	24305	699	749
24380	824	24400,800	24355	24405	799	849
23630	74	23650,50	23605	23655	49	99
23730	174	23750,150	23705	23755	149	199
23830	274	23850,250	23805	23855	249	299
23930	374	23950,350	23905	23955	349	399
24030	474	24050,450	24005	24055	449	499
24130	574	24150,550	24105	24155	549	599
24230	674	24250,650	24205	24255	649	699
24330	774	24350,750	24305	24355	749	799
24430	874	24450,850	24405	24455	849	899
24480	924	24500,900	24455	24505	899	949
23630	24	23650,0	23605	23655	-1	49
23680	74	23700,50	23655	23705	49	99
23730	124	23750,100	23705	23755	99	149
23780	174	23800,150	23755	23805	149	199
23830	224	23850,200	23805	23855	199	249
23880	274	23900,250	23855	23905	249	299
23930	324	23950,300	23905	23955	299	349
23980	374	24000,350	23955	24005	349	399
24030	424	24050,400	24005	24055	399	449
24080	474	24100,450	24055	24105	449	499
24130	524	24150,500	24105	24155	499	549
24180	574	24200,550	24155	24205	549	599
24230	624	24250,600	24205	24255	599	649
24280	674	24300,650	24255	24305	649	699
24330	724	24350,700	24305	24355	699	749
24380	774	24400,750	24355	24405	749	799
24430	824	24450,800	24405	24455	799	849
24480	874	24500,850	24455	24505	849	899
23680	24	23700,0	23655	23705	-1	49
23780	124	23800,100	23755	23805	99	149
23880	224	23900,200	23855	23905	199	249
23980	324	24000,300	23955	24005	299	349
24080	424	24100,400	24055	24105	399	449
24180	524	24200,500	24155	24205	499	549
24280	624	24300,600	24255	24305	599	649
24380	724	24400,700	24355	24405	699	749
24480	824	24500,800	24455	24505	799	849
23730	74	23750,50	23705	23755	49	99
23830	174	23850,150	23805	23855	149	199
23930	274	23950,250	23905	23955	249	299
24030	374	24050,350	24005	24055	349	399
24130	474	24150,450	24105	24155	449	499
24230	574	24250,550	24205	24255	549	599
24330	674	24350,650	24305	24355	649	699
24430	774	24450,750	24405	24455	749	799
24530	874	24550,850	24505	24555	849	899
23730	24	23750,0	23705	23755	-1	49
23780	74	23800,50	23755	23805	49	99
23830	124	23850,100	23805	23855	99	149
23880	174	23900,150	23855	23905	149	199
23930	224	23950,200	23905	23955	199	249
23980	274	24000,250	23955	24005	249	299
24030	324	24050,300	24005	24055	299	349
24080	374	24100,350	24055	24105	349	399
24130	424	24150,400	24105	24155	399	449
24180	474	24200,450	24155	24205	449	499
24230	524	24250,500	24205	24255	499	549
24280	574	24300,550	24255	24305	549	599
24330	624	24350,600	24305	24355	599	649
24380	674	24400,650	24355	24405	649	699
24430	724	24450,700	24405	24455	699	749
24480	774	24500,750	24455	24505	749	799
24530	824	24550,800	24505	24555	799	849
23780	24	23800,0	23755	23805	-1	49
23880	124	23900,100	23855	23905	99	149
23980	224	24000,200	23955	24005	199	249
24080	324	24100,300	24055	24105	299	349
24180	424	24200,400	24155	24205	399	449
24280	524	24300,500	24255	24305	499	549
24380	624	24400,600	24355	24405	599	649
24480	724	24500,700	24455	24505	699	749
23830	74	23850,50	23805	23855	49	99
23930	174	23950,150	23905	23955	149	199
24030	274	24050,250	24005	24055	249	299
24130	374	24150,350	24105	24155	349	399
24230	474	24250,450	24205	24255	449	499
24330	574	24350,550	24305	24355	549	599
24430	674	24450,650	24405	24455	649	699
24530	774	24550,750	24505	24555	749	799
24580	824	24600,800	24555	24605	799	849
23830	24	23850,0	23805	23855	-1	49
23880	74	23900,50	23855	23905	49	99
23930	124	23950,100	23905	23955	99	149
23980	174	24000,150	23955	24005	149	199
24030	224	24050,200	24005	24055	199	249
24080	274	24100,250	24055	24105	249	299
24130	324	24150,300	24105	24155	299	349
24180	374	24200,350	24155	24205	349	399
24230	424	24250,400	24205	24255	399	449
24280	474	24300,450	24255	24305	449	499
24330	524	24350,500	24305	24355	499	549
24380	574	24400,550	24355	24405	549	599
24430	624	24450,600	24405	24455	599	649
24480	674	24500,650	24455	24505	649	699
24530	724	24550,700	24505	24555	699	749
24580	774	24600,750	24555	24605	749	799
23880	24	23900,0	23855	23905	-1	49
23980	124	24000,100	23955	24005	99	149
24080	224	24100,200	24055	24105	199	249
24180	324	24200,300	24155	24205	299	349
24280	424	24300,400	24255	24305	399	449
24380	524	24400,500	24355	24405	499	549
24480	624	24500,600	24455	24505	599	649
24580	724	24600,700	24555	24605	699	749
23930	74	23950,50	23905	23955	49	99
24030	174	24050,150	24005	24055	149	199
24130	274	24150,250	24105	24155	249	299
24230	374	24250,350	24205	24255	349	399
24330	474	24350,450	24305	24355	449	499
24430	574	24450,550	24405	24455	549	599
24530	674	24550,650	24505	24555	649	699
24630	774	24650,750	24605	24655	749	799
23930	24	23950,0	23905	23955	-1	49
23980	74	24000,50	23955	24005	49	99
24030	124	24050,100	24005	24055	99	149
24080	174	24100,150	24055	24105	149	199
24130	224	24150,200	24105	24155	199	249
24180	274	24200,250	24155	24205	249	299
24230	324	24250,300	24205	24255	299	349
24280	374	24300,350	24255	24305	349	399
24330	424	24350,400	24305	24355	399	449
24380	474	24400,450	24355	24405	449	499
24430	524	24450,500	24405	24455	499	549
24480	574	24500,550	24455	24505	549	599
24530	624	24550,600	24505	24555	599	649
24580	674	24600,650	24555	24605	649	699
24630	724	24650,700	24605	24655	699	749
23980	24	24000,0	23955	24005	-1	49
24080	124	24100,100	24055	24105	99	149
24180	224	24200,200	24155	24205	199	249
24280	324	24300,300	24255	24305	299	349
24380	424	24400,400	24355	24405	399	449
24480	524	24500,500	24455	24505	499	549
24580	624	24600,600	24555	24605	599	649
24030	74	24050,50	24005	24055	49	99
24130	174	24150,150	24105	24155	149	199
24230	274	24250,250	24205	24255	249	299
24330	374	24350,350	24305	24355	349	399
24430	474	24450,450	24405	24455	449	499
24530	574	24550,550	24505	24555	549	599
24630	674	24650,650	24605	24655	649	699
24680	724	24700,700	24655	24705	699	749
24030	24	24050,0	24005	24055	-1	49
24080	74	24100,50	24055	24105	49	99
24130	124	24150,100	24105	24155	99	149
24180	174	24200,150	24155	24205	149	199
24230	224	24250,200	24205	24255	199	249
24280	274	24300,250	24255	24305	249	299
24330	324	24350,300	24305	24355	299	349
24380	374	24400,350	24355	24405	349	399
24430	424	24450,400	24405	24455	399	449
24480	474	24500,450	24455	24505	449	499
24530	524	24550,500	24505	24555	499	549
24580	574	24600,550	24555	24605	549	599
24630	624	24650,600	24605	24655	599	649
24680	674	24700,650	24655	24705	649	699
24080	24	24100,0	24055	24105	-1	49
24180	124	24200,100	24155	24205	99	149
24280	224	24300,200	24255	24305	199	249
24380	324	24400,300	24355	24405	299	349
24480	424	24500,400	24455	24505	399	449
24580	524	24600,500	24555	24605	499	549
24680	624	24700,600	24655	24705	599	649
24130	74	24150,50	24105	24155	49	99
24230	174	24250,150	24205	24255	149	199
24330	274	24350,250	24305	24355	249	299
24430	374	24450,350	24405	24455	349	399
24530	474	24550,450	24505	24555	449	499
24630	574	24650,550	24605	24655	549	599
24730	674	24750,650	24705	24755	649	699
24130	24	24150,0	24105	24155	-1	49
24180	74	24200,50	24155	24205	49	99
24230	124	24250,100	24205	24255	99	149
24280	174	24300,150	24255	24305	149	199
24330	224	24350,200	24305	24355	199	249
24380	274	24400,250	24355	24405	249	299
24430	324	24450,300	24405	24455	299	349
24480	374	24500,350	24455	24505	349	399
24530	424	24550,400	24505	24555	399	449
24580	474	24600,450	24555	24605	449	499
24630	524	24650,500	24605	24655	499	549
24680	574	24700,550	24655	24705	549	599
24730	624	24750,600	24705	24755	599	649
24180	24	24200,0	24155	24205	-1	49
24280	124	24300,100	24255	24305	99	149
24380	224	24400,200	24355	24405	199	249
24480	324	24500,300	24455	24505	299	349
24580	424	24600,400	24555	24605	399	449
24680	524	24700,500	24655	24705	499	549
24230	74	24250,50	24205	24255	49	99
24330	174	24350,150	24305	24355	149	199
24430	274	24450,250	24405	24455	249	299
24530	374	24550,350	24505	24555	349	399
24630	474	24650,450	24605	24655	449	499
24730	574	24750,550	24705	24755	549	599
24780	624	24800,600	24755	24805	599	649
24230	24	24250,0	24205	24255	-1	49
24280	74	24300,50	24255	24305	49	99
24330	124	24350,100	24305	24355	99	149
24380	174	24400,150	24355	24405	149	199
24430	224	24450,200	24405	24455	199	249
24480	274	24500,250	24455	24505	249	299
24530	324	24550,300	24505	24555	299	349
24580	374	24600,350	24555	24605	349	399
24630	424	24650,400	24605	24655	399	449
24680	474	24700,450	24655	24705	449	499
24730	524	24750,500	24705	24755	499	549
24780	574	24800,550	24755	24805	549	599
24280	24	24300,0	24255	24305	-1	49
24380	124	24400,100	24355	24405	99	149
24480	224	24500,200	24455	24505	199	249
24580	324	24600,300	24555	24605	299	349
24680	424	24700,400	24655	24705	399	449
24780	524	24800,500	24755	24805	499	549
24330	74	24350,50	24305	24355	49	99
24430	174	24450,150	24405	24455	149	199
24530	274	24550,250	24505	24555	249	299
24630	374	24650,350	24605	24655	349	399
24730	474	24750,450	24705	24755	449	499
24830	574	24850,550	24805	24855	549	599
24330	24	24350,0	24305	24355	-1	49
24380	74	24400,50	24355	24405	49	99
24430	124	24450,100	24405	24455	99	149
24480	174	24500,150	24455	24505	149	199
24530	224	24550,200	24505	24555	199	249
24580	274	24600,250	24555	24605	249	299
24630	324	24650,300	24605	24655	299	349
24680	374	24700,350	24655	24705	349	399
24730	424	24750,400	24705	24755	399	449
24780	474	24800,450	24755	24805	449	499
24830	524	24850,500	24805	24855	499	549
24380	24	24400,0	24355	24405	-1	49
24480	124	24500,100	24455	24505	99	149
24580	224	24600,200	24555	24605	199	249
24680	324	24700,300	24655	24705	299	349
24780	424	24800,400	24755	24805	399	449
24430	74	24450,50	24405	24455	49	99
24530	174	24550,150	24505	24555	149	199
24630	274	24650,250	24605	24655	249	299
24730	374	24750,350	24705	24755	349	399
24830	474	24850,450	24805	24855	449	499
24880	524	24900,500	24855	24905	499	549
24430	24	24450,0	24405	24455	-1	49
24480	74	24500,50	24455	24505	49	99
24530	124	24550,100	24505	24555	99	149
24580	174	24600,150	24555	24605	149	199
24630	224	24650,200	24605	24655	199	249
24680	274	24700,250	24655	24705	249	299
24730	324	24750,300	24705	24755	299	349
24780	374	24800,350	24755	24805	349	399
24830	424	24850,400	24805	24855	399	449
24880	474	24900,450	24855	24905	449	499
24480	24	24500,0	24455	24505	-1	49
24580	124	24600,100	24555	24605	99	149
24680	224	24700,200	24655	24705	199	249
24780	324	24800,300	24755	24805	299	349
24880	424	24900,400	24855	24905	399	449
24530	74	24550,50	24505	24555	49	99
24630	174	24650,150	24605	24655	149	199
24730	274	24750,250	24705	24755	249	299
24830	374	24850,350	24805	24855	349	399
24930	474	24950,450	24905	24955	449	499
24530	24	24550,0	24505	24555	-1	49
24580	74	24600,50	24555	24605	49	99
24630	124	24650,100	24605	24655	99	149
24680	174	24700,150	24655	24705	149	199
24730	224	24750,200	24705	24755	199	249
24780	274	24800,250	24755	24805	249	299
24830	324	24850,300	24805	24855	299	349
24880	374	24900,350	24855	24905	349	399
24930	424	24950,400	24905	24955	399	449
24580	24	24600,0	24555	24605	-1	49
24680	124	24700,100	24655	24705	99	149
24780	224	24800,200	24755	24805	199	249
24880	324	24900,300	24855	24905	299	349
24630	74	24650,50	24605	24655	49	99
24730	174	24750,150	24705	24755	149	199
24830	274	24850,250	24805	24855	249	299
24930	374	24950,350	24905	24955	349	399
24980	424	25000,400	24955	25005	399	449
24630	24	24650,0	24605	24655	-1	49
24680	74	24700,50	24655	24705	49	99
24730	124	24750,100	24705	24755	99	149
24780	174	24800,150	24755	24805	149	199
24830	224	24850,200	24805	24855	199	249
24880	274	24900,250	24855	24905	249	299
24930	324	24950,300	24905	24955	299	349
24980	374	25000,350	24955	25005	349	399
24680	24	24700,0	24655	24705	-1	49
24780	124	24800,100	24755	24805	99	149
24880	224	24900,200	24855	24905	199	249
24980	324	25000,300	24955	25005	299	349
24730	74	24750,50	24705	24755	49	99
24830	174	24850,150	24805	24855	149	199
24930	274	24950,250	24905	24955	249	299
25030	374	25050,350	25005	25055	349	399
24730	24	24750,0	24705	24755	-1	49
24780	74	24800,50	24755	24805	49	99
24830	124	24850,100	24805	24855	99	149
24880	174	24900,150	24855	24905	149	199
24930	224	24950,200	24905	24955	199	249
24980	274	25000,250	24955	25005	249	299
25030	324	25050,300	25005	25055	299	349
24780	24	24800,0	24755	24805	-1	49
24880	124	24900,100	24855	24905	99	149
24980	224	25000,200	24955	25005	199	249
24830	74	24850,50	24805	24855	49	99
24930	174	24950,150	24905	24955	149	199
25030	274	25050,250	25005	25055	249	299
25080	324	25100,300	25055	25105	299	349
24830	24	24850,0	24805	24855	-1	49
24880	74	24900,50	24855	24905	49	99
24930	124	24950,100	24905	24955	99	149
24980	174	25000,150	24955	25005	149	199
25030	224	25050,200	25005	25055	199	249
25080	274	25100,250	25055	25105	249	299
24880	24	24900,0	24855	24905	-1	49
24980	124	25000,100	24955	25005	99	149
25080	224	25100,200	25055	25105	199	249
24930	74	24950,50	24905	24955	49	99
25030	174	25050,150	25005	25055	149	199
25130	274	25150,250	25105	25155	249	299
24930	24	24950,0	24905	24955	-1	49
24980	74	25000,50	24955	25005	49	99
25030	124	25050,100	25005	25055	99	149
25080	174	25100,150	25055	25105	149	199
25130	224	25150,200	25105	25155	199	249
24980	24	25000,0	24955	25005	-1	49
25080	124	25100,100	25055	25105	99	149
25030	74	25050,50	25005	25055	49	99
25130	174	25150,150	25105	25155	149	199
25180	224	25200,200	25155	25205	199	249
25030	24	25050,0	25005	25055	-1	49
25080	74	25100,50	25055	25105	49	99
25130	124	25150,100	25105	25155	99	149
25180	174	25200,150	25155	25205	149	199
25080	24	25100,0	25055	25105	-1	49
25180	124	25200,100	25155	25205	99	149
25130	74	25150,50	25105	25155	49	99
25230	174	25250,150	25205	25255	149	199
25130	24	25150,0	25105	25155	-1	49
25180	74	25200,50	25155	25205	49	99
25230	124	25250,100	25205	25255	99	149
25180	24	25200,0	25155	25205	-1	49
25230	74	25250,50	25205	25255	49	99
25280	124	25300,100	25255	25305	99	149
25230	24	25250,0	25205	25255	-1	49
25280	74	25300,50	25255	25305	49	99
25280	24	25300,0	25255	25305	-1	49
25330	74	25350,50	25305	25355	49	99
25330	24	25350,0	25305	25355	-1	49
25380	24	25400,0	25355	25405	-1	49
