x	y	clickSelects	xmin	xmax	ymin	ymax
22880	24	22900,0	22855	22905	-1	49
22930	24	22950,0	22905	22955	-1	49
22930	74	22950,50	22905	22955	49	99
22980	74	23000,50	22955	23005	49	99
22980	124	23000,100	22955	23005	99	149
23030	124	23050,100	23005	23055	99	149
23030	174	23050,150	23005	23055	149	199
23080	174	23100,150	23055	23105	149	199
23080	224	23100,200	23055	23105	199	249
23130	224	23150,200	23105	23155	199	249
23130	274	23150,250	23105	23155	249	299
23180	274	23200,250	23155	23205	249	299
23180	324	23200,300	23155	23205	299	349
23230	374	23250,350	23205	23255	349	399
23280	424	23300,400	23255	23305	399	449
23330	424	23350,400	23305	23355	399	449
23330	474	23350,450	23305	23355	449	499
23380	474	23400,450	23355	23405	449	499
23380	524	23400,500	23355	23405	499	549
23430	524	23450,500	23405	23455	499	549
23430	574	23450,550	23405	23455	549	599
23480	624	23500,600	23455	23505	599	649
23530	624	23550,600	23505	23555	599	649
23530	674	23550,650	23505	23555	649	699
23580	724	23600,700	23555	23605	699	749
23630	724	23650,700	23605	23655	699	749
23630	774	23650,750	23605	23655	749	799
23680	774	23700,750	23655	23705	749	799
23680	824	23700,800	23655	23705	799	849
23730	824	23750,800	23705	23755	799	849
23730	874	23750,850	23705	23755	849	899
23780	924	23800,900	23755	23805	899	949
23830	974	23850,950	23805	23855	949	999
23880	1024	23900,1000	23855	23905	999	1049
23930	1074	23950,1050	23905	23955	1049	1099
23980	1074	24000,1050	23955	24005	1049	1099
23980	1124	24000,1100	23955	24005	1099	1149
24030	1124	24050,1100	24005	24055	1099	1149
24030	1174	24050,1150	24005	24055	1149	1199
24130	1224	24150,1200	24105	24155	1199	1249
24130	1274	24150,1250	24105	24155	1249	1299
23230	324	23250,300	23205	23255	299	349
23280	374	23300,350	23255	23305	349	399
23480	574	23500,550	23455	23505	549	599
23580	674	23600,650	23555	23605	649	699
23780	874	23800,850	23755	23805	849	899
23830	924	23850,900	23805	23855	899	949
23880	974	23900,950	23855	23905	949	999
23930	1024	23950,1000	23905	23955	999	1049
24080	1174	24100,1150	24055	24105	1149	1199
24080	1224	24100,1200	24055	24105	1199	1249
22980	24	23000,0	22955	23005	-1	49
23080	124	23100,100	23055	23105	99	149
23180	224	23200,200	23155	23205	199	249
23280	324	23300,300	23255	23305	299	349
23380	424	23400,400	23355	23405	399	449
23480	524	23500,500	23455	23505	499	549
23580	624	23600,600	23555	23605	599	649
23680	724	23700,700	23655	23705	699	749
23780	824	23800,800	23755	23805	799	849
23880	924	23900,900	23855	23905	899	949
23980	1024	24000,1000	23955	24005	999	1049
24080	1124	24100,1100	24055	24105	1099	1149
23030	74	23050,50	23005	23055	49	99
23130	174	23150,150	23105	23155	149	199
23230	274	23250,250	23205	23255	249	299
23330	374	23350,350	23305	23355	349	399
23430	474	23450,450	23405	23455	449	499
23530	574	23550,550	23505	23555	549	599
23630	674	23650,650	23605	23655	649	699
23730	774	23750,750	23705	23755	749	799
23830	874	23850,850	23805	23855	849	899
24030	1074	24050,1050	24005	24055	1049	1099
24130	1174	24150,1150	24105	24155	1149	1199
23930	974	23950,950	23905	23955	949	999
24180	1224	24200,1200	24155	24205	1199	1249
23030	24	23050,0	23005	23055	-1	49
23080	74	23100,50	23055	23105	49	99
23130	124	23150,100	23105	23155	99	149
23180	174	23200,150	23155	23205	149	199
23230	224	23250,200	23205	23255	199	249
23280	274	23300,250	23255	23305	249	299
23330	324	23350,300	23305	23355	299	349
23380	374	23400,350	23355	23405	349	399
23430	424	23450,400	23405	23455	399	449
23480	474	23500,450	23455	23505	449	499
23530	524	23550,500	23505	23555	499	549
23580	574	23600,550	23555	23605	549	599
23630	624	23650,600	23605	23655	599	649
23680	674	23700,650	23655	23705	649	699
23730	724	23750,700	23705	23755	699	749
23780	774	23800,750	23755	23805	749	799
23830	824	23850,800	23805	23855	799	849
23880	874	23900,850	23855	23905	849	899
23930	924	23950,900	23905	23955	899	949
23980	974	24000,950	23955	24005	949	999
24030	1024	24050,1000	24005	24055	999	1049
24080	1074	24100,1050	24055	24105	1049	1099
24130	1124	24150,1100	24105	24155	1099	1149
24180	1174	24200,1150	24155	24205	1149	1199
23080	24	23100,0	23055	23105	-1	49
23180	124	23200,100	23155	23205	99	149
23280	224	23300,200	23255	23305	199	249
23380	324	23400,300	23355	23405	299	349
23480	424	23500,400	23455	23505	399	449
23580	524	23600,500	23555	23605	499	549
23680	624	23700,600	23655	23705	599	649
23780	724	23800,700	23755	23805	699	749
23880	824	23900,800	23855	23905	799	849
23980	924	24000,900	23955	24005	899	949
24080	1024	24100,1000	24055	24105	999	1049
24180	1124	24200,1100	24155	24205	1099	1149
23130	74	23150,50	23105	23155	49	99
23230	174	23250,150	23205	23255	149	199
23330	274	23350,250	23305	23355	249	299
23430	374	23450,350	23405	23455	349	399
23530	474	23550,450	23505	23555	449	499
23630	574	23650,550	23605	23655	549	599
23730	674	23750,650	23705	23755	649	699
23830	774	23850,750	23805	23855	749	799
23930	874	23950,850	23905	23955	849	899
24030	974	24050,950	24005	24055	949	999
24130	1074	24150,1050	24105	24155	1049	1099
24230	1174	24250,1150	24205	24255	1149	1199
23130	24	23150,0	23105	23155	-1	49
23180	74	23200,50	23155	23205	49	99
23230	124	23250,100	23205	23255	99	149
23280	174	23300,150	23255	23305	149	199
23330	224	23350,200	23305	23355	199	249
23380	274	23400,250	23355	23405	249	299
23430	324	23450,300	23405	23455	299	349
23480	374	23500,350	23455	23505	349	399
23530	424	23550,400	23505	23555	399	449
23580	474	23600,450	23555	23605	449	499
23630	524	23650,500	23605	23655	499	549
23680	574	23700,550	23655	23705	549	599
23730	624	23750,600	23705	23755	599	649
23780	674	23800,650	23755	23805	649	699
23830	724	23850,700	23805	23855	699	749
23880	774	23900,750	23855	23905	749	799
23930	824	23950,800	23905	23955	799	849
23980	874	24000,850	23955	24005	849	899
24030	924	24050,900	24005	24055	899	949
24080	974	24100,950	24055	24105	949	999
24130	1024	24150,1000	24105	24155	999	1049
24180	1074	24200,1050	24155	24205	1049	1099
24230	1124	24250,1100	24205	24255	1099	1149
23180	24	23200,0	23155	23205	-1	49
23280	124	23300,100	23255	23305	99	149
23380	224	23400,200	23355	23405	199	249
23480	324	23500,300	23455	23505	299	349
23580	424	23600,400	23555	23605	399	449
23680	524	23700,500	23655	23705	499	549
