x	y	clickSelects
-0.0275043625684601	-2.37063114426387	908
0.0296872593455699	-2.37947381196226	606
0.0860276362981698	-2.3310860965151	908
-0.0847030892865499	-2.33349713211855	908
-0.0500341894466798	-0.629396994225116	1356
0.0832259771842998	-1.84466394383586	1356
-0.0535210710943499	-2.10990173605727	1367
0.0840775703765702	0.337858236948682	606
0.0332639865556499	0.312029824597143	1367
0.11317754114945	-2.25678350296366	1367
-0.0146556890632001	-1.63405914164596	1367
0.0604376208944202	-1.11846150734172	1367
-0.06935669012283	-0.197640853434228	1367
0.0503544926717199	-2.1687119178741	1367
0.0128526436993202	-1.64749904570476	1367
0.000976194297510169	-2.20881843851544	1367
0.0711015335122398	-1.36490616444888	1367
-0.0713984895958899	-2.486239322814	1367
-0.0552714659184002	-0.467242685682452	3637
0.0315091887451802	-0.181903129373087	3637
0.0128651195339899	-0.871780492956576	3637
-0.0748125069036001	-1.12947428879362	606
-0.10184729049998	-0.841611126556462	606
0.00533672795930018	-1.46797496370538	606
0.10113741264043	0.322510862361737	908
-0.11161613709793	-2.18997867380715	1367
-0.0241103158771798	0.265867509572713	606
0.09366052771245	0.0531330799732093	606
-0.0657510999832098	-0.249342745816236	1367
0.10565209204285	2.0950835393595	606
-0.0739036678347098	1.28201107860315	606
-0.0733138597341099	0.999100970271858	606
0.00232933708551997	1.33128496670465	606
-0.0224810782848799	-0.911409953598122	606
-0.0433520619631098	1.40118251304115	606
0.0490903440759398	-0.504510254888517	606
-0.0429102485509398	0.802818421942989	606
0.0428371727860402	-0.411919056640841	606
0.10752128820698	0.05375023008488	606
0.11177473909639	-0.376530302347216	606
0.00255166013393016	0.362811123757274	606
0.0456812606237298	-0.221269511981122	606
0.0480003002301501	0.728217053885638	606
-0.00403058165804993	-0.0537645410833516	606
0.0440884347282302	-1.25193283242941	606
-0.0286642773143302	-0.518199703959622	606
-0.1115944651951	0.426342377500218	606
-0.0450798053698098	0.120278409396457	606
-0.00335849145485012	-1.91862591981481	606
-0.0437801727221201	-1.648079591106	606
