group	label	showSelected1
1	Cluster 285: 352/397 pixels shown, logFC 0.8 to 2.8, log10(p) 3.6 to 35.3	285
1	Cluster 307: 23/804 pixels shown, logFC -5.0 to 2.0, log10(p) 0.0 to 6.4	307
1	Cluster 425: 505/4220 pixels shown, logFC -1.5 to 1.4, log10(p) 0.0 to 28.6	425
1	Cluster 700: 535/996 pixels shown, logFC -1.7 to 1.0, log10(p) 0.0 to 24.7	700
1	Cluster 817: 1250/1757 pixels shown, logFC 0.3 to 3.8, log10(p) 0.5 to 22.2	817
1	Cluster 956: 983/1818 pixels shown, logFC -0.9 to 4.0, log10(p) 0.0 to 10.6	956
1	Cluster 991: 292/429 pixels shown, logFC -5.1 to 1.6, log10(p) 0.0 to 3.6	991
1	Cluster 1335: 428/2421 pixels shown, logFC -0.6 to 3.0, log10(p) 0.0 to 16.5	1335
1	Cluster 1352: 393/633 pixels shown, logFC -5.6 to 0.7, log10(p) 0.0 to 13.5	1352
1	Cluster 1984: 36/572 pixels shown, logFC -5.3 to 2.0, log10(p) 0.0 to 17.4	1984
1	Cluster 2561: 13/13 pixels shown, logFC 1.7 to 3.3, log10(p) 18.1 to 56.8	2561
1	Cluster 2773: 23/23 pixels shown, logFC 1.7 to 2.6, log10(p) 15.3 to 42.6	2773
1	Cluster 4096: 12/12 pixels shown, logFC 2.3 to 3.3, log10(p) 21.6 to 45.5	4096
