x	y	clickSelects
-0.0028053282749001	1.50361805408776	3804
0.10895812989654	0.926521787446211	17
-0.0902415142137203	1.90497482153527	1417
0.1184201120284	0.979906138732566	17
-0.0174603251565397	1.59265097993521	2061
-0.00902412737451019	1.49657834745401	179
0.0271814709336802	1.38215371905031	1409
0.0866172781015004	1.06420624272152	1409
0.10684973690306	0.970398932646687	1556
-0.0552326744502896	1.77665664533895	28
0.0529030525384098	1.29847844447069	1011
-0.0672687489545902	1.80199652749603	2660
-0.0468442272857397	1.70258532166093	973
0.11185675829961	1.00191684650017	973
0.11850274520195	0.926944280296249	1459
0.0183193544586704	1.41315610450307	256
0.12399444138438	0.889133517999759	1955
0.0682403886260996	1.18189005982706	686
0.01911676999958	1.3122434280393	337
0.05155910516517	1.27924989896942	337
-0.0503966077863698	1.6108919289778	544
0.10950290040903	1.01408342793107	29
0.0347182379078799	1.28341930380646	2789
0.0583464752868004	1.09898311604995	2789
-0.00847676592195956	1.56314052417617	2789
0.1113712683554	0.887625846244241	1949
0.10576666201567	0.997553336785535	676
0.0976468188986201	1.07797555120009	676
0.11308188276035	1.01450455500479	676
0.0440484309645397	1.29185253791011	1763
0.10832685056066	0.871593613354939	1117
0.0980644492620204	1.0387617334604	1878
0.08668280217716	1.12735543140263	92
0.10053389989749	0.939354968883099	3280
0.0776342932120597	1.1650508410755	3109
-0.00943600225429009	1.52714289235499	1172
0.04042050585144	1.29285269275101	304
-0.00314716989139985	1.53333646630586	1479
