x	y	showSelected1
3.96146855535079	3.58496250072116	1
2.88366143515362	1	2
4.21900787825689	3.90689059560852	3
3.20167017964658	1.58496250072116	4
3.93926958633873	3.32192809488736	5
2.65896484266444	1	6
3.65185926924695	2.58496250072116	7
3.15533603746506	1.58496250072116	8
2.50785587169583	1	9
3.83701994854091	3.16992500144231	10
3.45833562599195	2.58496250072116	11
3.26623169668989	1.58496250072116	12
3.79906471935101	3	13
3.06744284277638	2	14
4.06896466594445	3.58496250072116	15
3.46893780566546	2.8073549220576	16
3.65676877926602	2.8073549220576	17
3.60162547955395	2.8073549220576	18
3.34986008219233	1.58496250072116	19
3.54082981411108	2.58496250072116	20
3.01786771896351	1.58496250072116	21
3.58138068870999	2.58496250072116	22
3.84954225200502	2.58496250072116	23
3.22968184231768	2	24
3.44932409309873	1.58496250072116	25
3.42667388802137	2.32192809488736	26
2.97081161087252	1.58496250072116	27
4.28853985067046	5.32192809488736	28
4.17943688324498	3.8073549220576	29
2.71850168886727	1	30
3.38863396935179	2	31
2.94299959336604	1.58496250072116	32
2.27646180417324	1	33
3.43838410703471	2	34
3.66819948419866	3	35
3.92241402414563	3.90689059560852	36
3.07003786660776	2	37
3.36958689073634	2	38
4.10078396207587	3.4594316186373	39
3.59372899870791	3	40
3.92199843130827	3.16992500144231	41
3.40397796366936	2.58496250072116	42
4.28465628278852	4.39231742277876	43
4.24922282399667	3.70043971814109	44
3.07664044367034	1	45
3.48230176722344	2	46
3.00302947055362	1.58496250072116	47
2.48572142648158	0	48
3.70867579272654	3.32192809488736	49
2.92582757462474	2	50
3.03941411917614	2	51
3.99756111563359	3.58496250072116	52
3.72965066833592	2.58496250072116	53
3.50839503313305	1.58496250072116	54
3.47654180902743	2.32192809488736	55
3.83784086165552	2.8073549220576	56
3.7041505168398	3	57
3.57749179983723	2.32192809488736	58
3.25358028956218	2.32192809488736	59
3.42683645380351	2.32192809488736	60
3.5762261374496	2.8073549220576	61
3.28103336724773	1	62
3.25671774597749	1	63
3.78161178249315	3.16992500144231	64
3.05614226205905	1	65
3.46523409498801	2	66
2.6170003411209	1.58496250072116	67
4.39031676847084	4.4594316186373	68
3.33203427702752	2.58496250072116	69
2.70757017609794	2	70
3.06220580881971	2	71
3.58478337899651	2.58496250072116	72
3.75724415102197	2.58496250072116	73
3.46864266839151	1.58496250072116	74
3.40071063677323	2.32192809488736	75
3.97941178263444	3.4594316186373	76
3.28600712207947	1	77
3.42471833733157	2.32192809488736	78
3.49540556314619	2.58496250072116	79
2.81491318127507	1.58496250072116	80
3.16996817399689	1.58496250072116	81
3.13861843389949	2	82
3.56878821231535	2.8073549220576	83
2.99738638439731	1.58496250072116	84
3.84004333060349	2.8073549220576	85
3.33344727449675	2	86
3.18269990333604	1.58496250072116	87
3.17753649992986	2.32192809488736	88
3.19865708695442	1.58496250072116	89
3.24129738710999	2	90
3.15198239545747	2	91
3.8294324336176	2.8073549220576	92
2.72916478969277	1	93
3.37894269861344	2.32192809488736	94
1.8750612633917	1	95
3.82536119595263	3	96
2.65030752313194	1	97
3.82949674972018	3	98
3.59139855128125	2	99
3.73126634907549	2.58496250072116	100
3.62076048999421	3.32192809488736	101
3.26126286879249	2	102
3.65820225338701	2.58496250072116	103
2.62838893005031	1	104
3.51375015008182	2.32192809488736	105
3.40688067004913	2	106
2.72672720902657	0	107
2.37839790094814	1	108
4.31118148643302	4.24792751344359	109
4.32498170308737	4.32192809488736	110
3.49803472368703	2.58496250072116	111
3.70009770461305	2.8073549220576	112
3.83148583924866	3	113
3.35698140099313	2	114
4.22269046471134	4	115
3.35869609957381	2	116
2.05690485133647	0	117
2.9532763366673	1.58496250072116	118
3.52530400995824	2.58496250072116	119
3.13129779659762	1	120
3.8011291875797	3	121
3.15381486434453	1.58496250072116	122
2.78604121024255	0	123
3.58058287681437	2.32192809488736	124
2.50242711998443	1	125
2.90848501887865	2	126
2.5092025223311	1	127
3.76440032295639	3	128
2.89707700320942	1	129
3.47479881880063	2.32192809488736	130
2.97680833733807	1.58496250072116	131
3.88935773688893	3.16992500144231	132
3.3070679506613	1.58496250072116	133
3.81318053258601	3.16992500144231	134
3.14457420760962	1	135
3.27461961909124	2	136
2.12057393120585	0	137
2.97680833733807	2	138
3.79546289439038	3	139
3.27369558793009	2	140
3.61867553888514	2.58496250072116	141
3.10105935490812	1.58496250072116	142
2.78461729263288	1.58496250072116	143
3.57518784492766	2.8073549220576	144
3.7044936970093	3	145
3.18041263283832	1.58496250072116	146
2.63648789635337	0	147
3.33385014510255	2	148
3.69635638873333	2.32192809488736	149
3.07554696139253	1.58496250072116	150
3.7388598020722	3.32192809488736	151
3.54924855685406	2.8073549220576	152
3.18892848376085	1.58496250072116	153
3.72859724338343	2.32192809488736	154
2.94939000664491	1	155
3.57345182203549	2.8073549220576	156
3.83607080891514	3.16992500144231	157
3.62242127397567	2	158
3.66435987455114	2.32192809488736	159
3.96824939410792	3.16992500144231	160
2.90955602924118	1.58496250072116	161
3.23299611039215	1.58496250072116	162
3.48273070007994	2.32192809488736	163
3.73917663191073	2.8073549220576	164
3.3911116137028	2.32192809488736	165
3.97345114402493	3.32192809488736	166
4.25090769970086	4.08746284125034	167
3.29819786710982	2.58496250072116	168
2.87621784059164	1.58496250072116	169
3.59050746200858	2.32192809488736	170
2.58319877396862	1	171
4.03630944372444	3.32192809488736	172
3.12710479836481	1	173
3.47755533219898	2	174
2.43933269383026	1	175
2.48572142648158	1	176
3.22685757028872	1.58496250072116	177
3.00603795499732	2	178
3.25309558584903	1.58496250072116	179
3.21669359916975	1.58496250072116	180
3.04883008652835	1.58496250072116	181
3.13417710757677	2	182
3.41896383070362	3	183
2.91803033678488	1	184
3.67669360962487	2.58496250072116	185
3.21085336531489	1.58496250072116	186
3.16076856186113	2	187
3.10311925354571	1	188
3.27091163941048	1.58496250072116	189
3.7748817658188	3.16992500144231	190
3.40891802084678	2.32192809488736	191
3.24846371755103	2	192
2.89817648349768	1	193
3.33505651943909	2.32192809488736	194
2.48000694295715	0	195
3.58387859849863	2.32192809488736	196
3.14238946611884	2	197
3.18667386749975	1.58496250072116	198
2.75891189239797	1	199
3.53377205838472	2.32192809488736	200
2.55750720190566	1	201
2.33041377334919	0	202
2.38201704257487	1.58496250072116	203
2.61066016308988	0	204
3.4798631130231	2	205
3.72197540158595	2.58496250072116	206
2.94101424370557	1.58496250072116	207
3.57886832866603	2.32192809488736	208
3.07954300740291	2	209
3.19005141775921	2	210
3.5056925074122	2.8073549220576	211
3.47581641303132	2	212
3.45999525604739	2.32192809488736	213
3.80427576712909	2.8073549220576	214
3.26528962586083	2	215
2.81756536955978	1	216
3.45999525604739	2	217
2.80821097292422	1	218
4.00667992774083	3.4594316186373	219
3.58972625625424	2.32192809488736	220
3.15715443990628	1.58496250072116	221
3.72607487021537	3	222
3.91740046795525	3.32192809488736	223
2.77887447200274	2	224
2.56937390961505	1	225
2.88081359228079	1	226
2.7979596437372	1	227
3.9429500700771	3.4594316186373	228
2.61278385671974	0	229
2.57170883180869	0	230
3.19672872262329	2	231
2.24303804868629	0	232
3.08098704691089	2	233
2.32428245529769	1	234
3.57714698482753	1.58496250072116	235
3.05804623039528	2	236
3.12024479554637	2	237
2.89486965674525	1.58496250072116	238
3.04020662757471	1.58496250072116	239
3.39637372753651	2	240
3.1092409685882	2	241
2.07554696139253	0	242
2.85491302230786	1.58496250072116	243
3.66407759018508	2.8073549220576	244
3.52865964523499	3	245
2.94051648493257	1	246
3.74499667403856	2.8073549220576	247
3.50731604007641	2	248
3.56181666431896	2.58496250072116	249
2.99956548822598	1.58496250072116	250
3.80814342576149	3.16992500144231	251
1.84509804001426	0	252
2.20951501454263	0	253
3.44963265047007	2	254
2.89817648349768	1.58496250072116	255
3.29556709996248	2	256
4.06610219676677	3.16992500144231	257
3.42373724998233	2.32192809488736	258
3.59095323518799	2.32192809488736	259
3.52387647563813	3	260
1.72427586960079	0	261
4.21979402669198	3.70043971814109	262
3.94146173934733	3.8073549220576	263
3.11793383503964	1.58496250072116	264
3.01994668167884	1	265
2.77815125038364	2	266
2.75050839485135	1	267
3.39550112430563	1	268
1.25527250510331	0	269
2.80821097292422	0	270
3.63154522783431	2.32192809488736	271
3.57714698482753	2.32192809488736	272
3.65379118738781	2.58496250072116	273
3.33725953975028	2	274
3.59868109890716	2.32192809488736	275
3.83543689480186	2.8073549220576	276
3.32407657973949	2	277
3.00860017176192	2	278
3.59857166348214	2.8073549220576	279
2.57749179983723	2	280
2.86153441085904	0	281
2.22788670461367	0	282
3.21112054125805	2	283
2.95520653754194	1	284
2.59879050676312	1	285
2.70926996097583	0	286
2.55750720190566	2	287
3.98122948742	3.58496250072116	288
2.99869515831166	1	289
2.99519629159718	1.58496250072116	290
3.4568213480216	2	291
2.94596070357757	1	292
3.44466923093852	2.32192809488736	293
3.46996920949996	2.32192809488736	294
2.15228834438306	1	295
3.48230176722344	2.8073549220576	296
2.69196510276736	0	297
3.88149877961498	3	298
3.96745436818274	3	299
3.59747578987038	2	300
3.12580645813953	2	301
3.86934908075909	2.8073549220576	302
3.33605927786635	2	303
2.56584781867352	2	304
3.37291200297011	2.8073549220576	305
3.60292771285919	2.32192809488736	306
2.90525604874845	1	307
3.36304759452109	2.32192809488736	308
3.20547503674089	1	309
2.88366143515362	1	310
3.57783634129274	2.58496250072116	311
3.1978316933289	2.8073549220576	312
3.66219099085901	2	313
1.9731278535997	0	314
2.8055008581584	1.58496250072116	315
3.05115252244738	2	316
3.19838213000829	2	317
3.02734960777476	1	318
2.96284268120124	1.58496250072116	319
2.79239168949825	0	320
3.6018427897821	2	321
3.57147590368194	2.58496250072116	322
3.14952701375435	2	323
3.06145247908719	2.32192809488736	324
3.35907622605926	2	325
3.35793484700045	2	326
3.06744284277638	1.58496250072116	327
3.11494441571258	2	328
3.13385812520334	2	329
2.97589113640179	0	330
3.43584436598444	2	331
3.02036128264771	2	332
3.62428209583567	2.58496250072116	333
3.68645751046911	2.58496250072116	334
3.10720996964787	1	335
3.89597473235906	3.16992500144231	336
3.14457420760962	2	337
2.81023251799508	1	338
3.2332500095411	2	339
2.8394780473742	1.58496250072116	340
3.53415307418506	2.58496250072116	341
2.55990662503611	1	342
3.10209052551184	1	343
3.62190296089123	2	344
3.28012289630231	2.32192809488736	345
2.94743372188705	1.58496250072116	346
2.68752896121463	1	347
2.81822589361396	2	348
3.6728364541714	2.58496250072116	349
3.65040466986803	2.58496250072116	350
2.19865708695442	1	351
2.2380461031288	0	352
2.69284691927723	1	353
3.46434048462767	2	354
3.45575820310414	2	355
3.13767053723676	2	356
3.36248247475117	2	357
3.43376983392487	2	358
3.1846914308176	2	359
2.48000694295715	1	360
2.35218251811136	0	361
2.91750550955255	1.58496250072116	362
3.21906033244886	1.58496250072116	363
2.97405090279288	1	364
3.38345629652475	2	365
3.37364747220922	2	366
2.32428245529769	1	367
2.66931688056611	2	368
2.74663419893758	1	369
2.81424759573192	0	370
3.04688519083771	1	371
2.85369821177617	1	372
3.68006342748195	3	373
2.99956548822598	2	374
3.33525725643453	1.58496250072116	375
3.75243260926147	2.8073549220576	376
2.70070371714502	1	377
