x	y	showSelected1
3.34888872307144	2	378
3.19312459835446	1	379
3.27737997466725	2	380
3.55942779975949	2.8073549220576	381
3.17376882313665	2	382
3.41246054742996	2	383
3.8958643512473	3.4594316186373	384
2.30319605742049	0	385
3.48101242095657	2.32192809488736	386
3.41530729222557	2.32192809488736	387
3.22193559982801	1	388
3.39497671955456	2.58496250072116	389
2.48713837547719	1	390
1.89209460269048	0	391
2.06445798922692	1	392
3.21722065564452	1	393
3.85961857877218	3.32192809488736	394
3.15715443990628	2	395
3.44451320633404	2	396
3.38273726576133	2	397
2.36735592102602	0	398
3.4888326343824	2.58496250072116	399
4.15899537684831	3.4594316186373	400
3.37401474029191	2.58496250072116	401
2.76042248342321	2	402
1.77815125038364	1	403
2.69019608002851	1	404
3.35640832703898	2	405
2.82801506422398	1.58496250072116	406
1.79934054945358	1	407
2.80888586735981	0	408
3.49803472368703	2.58496250072116	409
2.96094619573383	1.58496250072116	410
2.53655844257153	1.58496250072116	411
2.00860017176192	1	412
3.76551954309795	2.58496250072116	413
3.40619942366331	2.32192809488736	414
2.04532297878666	0	415
3.53957788334531	2.58496250072116	416
2.71349054309394	1	417
3.00902574208691	1.58496250072116	418
1.47712125471966	0	419
3.44808766669234	2	420
1.61278385671974	1	421
2.7701152947871	0	422
4.06122622511912	3.70043971814109	423
3.16166741243774	1.58496250072116	424
3.62531245096167	2	425
3.1102529173534	2	426
3.10619089726342	1	427
2.21748394421391	1	428
2.94939000664491	0	429
2.53655844257153	0	430
2.90308998699194	1.58496250072116	431
3.69337515102519	3	432
2.74115159885179	2	433
2.27875360095283	1	434
2.03342375548695	1	435
4.18378215127706	3.70043971814109	436
3.67430988894148	2.32192809488736	437
2.77887447200274	1.58496250072116	438
3.29710365014926	2.32192809488736	439
2.7419390777292	1	440
3.39550112430563	2	441
1.77085201164214	0	442
2.92788341033071	1	443
3.26030994579492	1.58496250072116	444
3.05384642685225	2	445
2.56584781867352	0	446
3.16967443405881	1.58496250072116	447
3.09691001300806	2	448
3.14488541828714	2.58496250072116	449
3.35659943572497	2.32192809488736	450
2.69722934275972	1	451
2.84198480459011	0	452
3.36078268987328	2	453
2.75663610824585	0	454
3.83492909646058	3.32192809488736	455
3.00302947055362	0	456
3.08955188288645	1.58496250072116	457
2.59769518592551	1	458
2.39445168082622	1	459
2.64738297011462	1	460
3.14952701375435	2	461
3.21085336531489	2	462
1.83250891270624	0	463
3.2169572073611	1.58496250072116	464
2.67669360962487	1	465
3.07591176148278	1.58496250072116	466
2.07554696139253	1	467
3.48201557645071	2	468
3.06632592536204	1	469
2.75587485567249	1	470
3.21404867941194	1.58496250072116	471
3.77158748088126	2.58496250072116	472
2.46982201597816	1	473
3.51679970408162	2.32192809488736	474
2.14612803567824	1	475
2.73479982958885	1	476
2.92272545799326	1	477
2.76267856372744	1	478
3.5705429398819	2.58496250072116	479
2.86864443839483	2	480
3.83683028648888	3.32192809488736	481
3.33061666729444	2	482
3.34064237756071	2	483
3.03782475058834	1	484
2.13033376849501	0	485
2.6232492903979	0	486
3.22089224921952	1.58496250072116	487
2.75966784468963	1	488
2.76937732607614	1.58496250072116	489
3.19700472802305	1	490
2.38381536598043	1	491
2.93145787068901	1	492
2.19589965240923	0	493
2.97173959088778	2	494
3.15685190107001	2.32192809488736	495
2.73957234445009	1	496
3.88189797357301	3.32192809488736	497
2.63748972951251	1	498
2.83569057149243	1	499
3.00817418400643	1	500
2.74115159885179	2	501
2.51054501020661	1.58496250072116	502
3.38183679999834	2	503
3.02734960777476	2	504
3.48826861549546	2.32192809488736	505
3.263399331334	1.58496250072116	506
2.92427928606188	1	507
3.70035752782266	3	508
2.73078227566639	2	509
4.13360277051016	4.08746284125034	510
2.55144999797288	0	511
3.75503593376777	2.58496250072116	512
3.79823617636794	3.16992500144231	513
2.95904139232109	1	514
3.62520952538188	2.58496250072116	515
3.00302947055362	1	516
3.25333800532611	2	517
3.17811325231463	2	518
3.25042000230889	2	519
3.2143138974244	1.58496250072116	520
3.95002390652333	3.16992500144231	521
2.46089784275655	2	522
3.24402958903002	2	523
2.5910646070265	1	524
2.83632411570675	2	525
2.79169064902012	1	526
3.54444013731769	2	527
3.41946007278607	2	528
3.40585839931764	2	529
3.20085049809108	1.58496250072116	530
3.65571454961871	3.16992500144231	531
2.91222205653242	1	532
2.12385164096709	0	533
3.68520413447101	2.32192809488736	534
2.83632411570675	1	535
3.51864552433031	2.32192809488736	536
3.79070728732768	3.32192809488736	537
3.25333800532611	2	538
3.19479175772192	2.32192809488736	539
3.33885474625232	2	540
2.41830129131975	0	541
3.27276958655176	2.32192809488736	542
2.44404479591808	0	543
3.45757914699576	2.58496250072116	544
3.16375752398196	1	545
2.95036485437612	1	546
2.96801571399364	1	547
2.53147891704226	1	548
3.1092409685882	1	549
3.47055748521727	2.58496250072116	550
2.78103693862113	1	551
3.22297644989339	1.58496250072116	552
3.24625231229932	2	553
3.07261747654524	2	554
3.46538285144842	2.58496250072116	555
4.14992695911359	3.70043971814109	556
3.13703745478951	1.58496250072116	557
2.86213137931304	0	558
3.90998369493984	3.32192809488736	559
3.47943133719774	1.58496250072116	560
2.53655844257153	1.58496250072116	561
2.56584781867352	1	562
2.9434945159061	1	563
2.3541084391474	1	564
3.32980452216407	2	565
2.76342799356294	1.58496250072116	566
2.59549622182557	1.58496250072116	567
2.75815462196739	0	568
3.07408468902824	1.58496250072116	569
2.76863810124761	1	570
2.42813479402879	1	571
2.92479599579791	1	572
3.00518051250378	1.58496250072116	573
2.27875360095283	0	574
3.73663549768682	2.58496250072116	575
2.39269695325967	0	576
3.02077548819356	1.58496250072116	577
2.88592633980143	1.58496250072116	578
2.62838893005031	0	579
3.80827850958277	3	580
2.69983772586725	2	581
1.88081359228079	1	582
2.57287160220048	1	583
3.03502928220237	1.58496250072116	584
2.32221929473392	0	585
2.05307844348342	0	586
3.41296427199666	1.58496250072116	587
2.38201704257487	2	588
2.63948648926859	1.58496250072116	589
2.36921585741014	1	590
2.37657695705651	0	591
2.55630250076729	0	592
3.26221370547642	1.58496250072116	593
3.87691031134463	3	594
3.11925588927794	2.32192809488736	595
2.26481782300954	1	596
2.86923171973098	1	597
3.9258790893015	3	598
2.33445375115093	1	599
3.69792644480651	2.8073549220576	600
3.10856502373283	1	601
1.7160033436348	0	602
3.06483221973857	2	603
3.16405529189345	2.32192809488736	604
2.16136800223497	1	605
2.82412583391655	1.58496250072116	606
2.72754125702856	1	607
2.38381536598043	1	608
3.41630758705988	2	609
3.33665982345442	1.58496250072116	610
3.25115134317535	1.58496250072116	611
3.17753649992986	1	612
3.67988194211286	2.58496250072116	613
2.69460519893357	1	614
2.46089784275655	1	615
2.64836001098093	0	616
2.64933485871214	1	617
3.82846654735268	2.8073549220576	618
3.28824922557199	2	619
3.10071508657308	1.58496250072116	620
2.92941892571429	1	621
3.11394335230684	1	622
3.27091163941048	1.58496250072116	623
3.31827208021163	2	624
2.90525604874845	1	625
2.74741180788642	0	626
2.22788670461367	0	627
2.05690485133647	0	628
1.7481880270062	0	629
1.82607480270083	0	630
2.73798732633343	2	631
3.38738982633873	2	632
2.81954393554187	1	633
3.20303288701471	1.58496250072116	634
3.24772783290972	2	635
2.20951501454263	0	636
3.08062648692181	2.32192809488736	637
2.03342375548695	0	638
2.06069784035361	1	639
3.13481437032046	1.58496250072116	640
2.73878055848437	1.58496250072116	641
3.26505378850401	1.58496250072116	642
3.21932250841934	1.58496250072116	643
2.2718416065365	1	644
3.31680875205302	1.58496250072116	645
3.09377178149873	2	646
3.53402610605614	2.32192809488736	647
2.86391737695786	1.58496250072116	648
3.90902085421116	3	649
3.02978947083186	1.58496250072116	650
2.88536122003151	1	651
3.29776051109913	2	652
2.82801506422398	1	653
3.02938377768521	2	654
3.9397188823541	3.32192809488736	655
2.46982201597816	1	656
2.8767949762007	1.58496250072116	657
3.13257984765974	1	658
3.23477029516092	2	659
2.80277372529198	1	660
2.93651374247889	2	661
2.52504480703685	0	662
1.99563519459755	1	663
2.79934054945358	1	664
2.7427251313047	1	665
2.9804578922761	1	666
2.97863694838447	1.58496250072116	667
4.04933433597228	3.58496250072116	668
3.02734960777476	1	669
3.34340859380386	2	670
3.00259798071991	2	671
2.54900326202579	0	672
2.77742682238931	0	673
2.54777470538782	2	674
3.70277507790104	2.32192809488736	675
3.16672605558005	2	676
3.07298474462793	1.58496250072116	677
2.568201724067	0	678
2.31806333496276	0	679
2.68841982200271	1	680
3.13481437032046	1.58496250072116	681
3.61531865661148	2.58496250072116	682
2.45484486000851	1	683
2.42813479402879	1	684
2.90525604874845	2	685
3.2964457942064	1.58496250072116	686
2.13987908640124	1	687
2.16731733474818	1	688
2.41664050733828	0	689
2.65127801399814	1	690
3.42699895875654	1.58496250072116	691
1.63346845557959	0	692
2.987219229908	1	693
2.67394199863409	1	694
2.52504480703685	1	695
3.68672562107454	2.8073549220576	696
2.82412583391655	1	697
3.08242630086077	1	698
2.95472479097906	1.58496250072116	699
2.9982593384237	1	700
3.08919836680515	1.58496250072116	701
3.29534714833362	2	702
1.95904139232109	1	703
2.60097289568675	1	704
2.32014628611105	0	705
1.95424250943932	0	706
3.26245108973043	2	707
2.77959649125782	2	708
3.29710365014926	2	709
3.62961344537818	2.32192809488736	710
2.9604707775343	1.58496250072116	711
2.94546858513182	1	712
2.83378437465648	1	713
3.38471174293828	1.58496250072116	714
2.13353890837022	1	715
3.8885725968576	3	716
2.80345711564841	0	717
2.62736585659273	1.58496250072116	718
2.53781909507327	0	719
3.63708927353033	2.8073549220576	720
1.61278385671974	0	721
2.64443858946784	0	722
2.43775056282039	1	723
2.0899051114394	1.58496250072116	724
3.79476679794082	2.8073549220576	725
3.04453976039241	2	726
3.51295107997249	2.58496250072116	727
2.1430148002541	1	728
2.96331551138611	2	729
2.19589965240923	0	730
1.66275783168157	1	731
2.16136800223497	1	732
2.88309335857569	2	733
2.99255351783214	1	734
3.80441205913771	2.8073549220576	735
2.54406804435028	1	736
2.568201724067	1	737
2.18184358794477	1	738
2.37839790094814	1	739
3.16790781000148	1.58496250072116	740
2.77378644498119	2	741
3.43312951758049	2	742
2.03342375548695	1	743
1.79239168949825	0	744
3.47639682672533	2.32192809488736	745
2.06818586174616	1.58496250072116	746
2.71011736511182	1	747
3.56831908509511	2	748
2.37106786227174	1	749
2.40654018043396	0	750
3.07224989761352	1.58496250072116	751
3.37748838337613	2.32192809488736	752
2.21748394421391	0	753
2.03742649794062	1	754
2.89153745767256	0	755
3.00860017176192	0	756
3.30578115125498	2.32192809488736	757
3.28712962071911	2	758
2.66558099101795	1	759
3.68051680938126	3	760
2.86805636182304	1	761
2.67851837904011	2	762
2.8109042806687	1	763
2.23552844690755	1	764
3.03981055414835	1	765
2.64738297011462	1	766
3.20493352235415	1.58496250072116	767
3.54949371321501	2.58496250072116	768
2.91487181754005	2	769
3.2148438480477	1.58496250072116	770
3.39075852873872	1.58496250072116	771
2.82542611776782	1	772
3.09342168516224	1.58496250072116	773
3.2132520521964	1	774
2.86391737695786	1.58496250072116	775
2.48287358360875	1	776
3.10822665637493	1	777
3.19948091486236	1.58496250072116	778
3.72296280894249	2.58496250072116	779
3.07077646284343	1.58496250072116	780
2.66086547800387	1	781
2.43136376415899	0	782
2.99519629159718	2	783
2.82151352840477	1	784
2.20682587603185	1	785
3.69574427519732	2.32192809488736	786
3.8861521819708	3.16992500144231	787
4.00358976718914	3.58496250072116	788
2.66464197555613	1.58496250072116	789
3.47871075551276	2.58496250072116	790
2	0	791
2.69983772586725	1.58496250072116	792
2.59439255037543	1	793
3.65820225338701	2.58496250072116	794
3.03261876085072	1.58496250072116	795
2.68304703823885	1	796
3.09307130637606	1	797
2.83821922190763	1	798
2.31175386105575	0	799
3.3070679506613	2	800
2.52244423350632	0	801
2.43933269383026	1	802
2.72181061521255	1	803
3.14176323027579	2	804
2.61066016308988	1	805
3.06781451116184	2	806
2.72997428569956	1.58496250072116	807
2.82736927305383	1	808
2.91115760873998	1	809
2.55990662503611	1.58496250072116	810
3.40312052117582	2.8073549220576	811
2.17897694729317	0	812
2.13033376849501	0	813
2.92685670894969	1.58496250072116	814
1.7160033436348	0	815
2.69372694892365	0	816
3.2447717614953	2	817
2.8228216453031	1.58496250072116	818
3.55205953418788	2.8073549220576	819
2.72015930340596	1	820
1.81954393554187	0	821
3.66238002001625	2.58496250072116	822
2.13353890837022	0	823
3.06069784035361	1.58496250072116	824
2.73479982958885	1	825
2.79518458968242	2	826
3.0265332645233	1	827
3.13417710757677	2	828
2.13033376849501	0	829
2.55388302664387	2	830
2.86864443839483	1	831
1.8750612633917	0	832
2.84323277809801	1	833
3.06145247908719	1	834
1.92941892571429	0	835
3.06781451116184	2	836
3.2332500095411	1.58496250072116	837
2.62117628177504	1	838
2.81557774832427	2	839
2.41830129131975	1	840
3.568201724067	2	841
2.58319877396862	0	842
2.11727129565576	1.58496250072116	843
2.35983548233989	1	844
2.46089784275655	0	845
3.55448916000382	2.32192809488736	846
2.68304703823885	1	847
2.74115159885179	1	848
2.62736585659273	1	849
3.52126887559839	2.58496250072116	850
2.4996870826184	1	851
1.91907809237607	1	852
3.04649516433471	1.58496250072116	853
2.1846914308176	0	854
3.01325866528352	1.58496250072116	855
3.18098558078673	2	856
3.72024201828706	3	857
2.49276038902684	1	858
1.78532983501077	0	859
3.07298474462793	2	860
3.00560944536028	1.58496250072116	861
3.14176323027579	1	862
2.27415784926368	1	863
2.8668778143375	1.58496250072116	864
2.87852179550121	2	865
2.48144262850231	1	866
3.2291697025391	2	867
3.0111473607758	2	868
3.89315121312987	3.32192809488736	869
2.86332286012046	1	870
3.09447112864165	1	871
2.86569605991607	1	872
2.51587384371168	2	873
2.81224469680037	0	874
2.85430604180108	1	875
3.57077636879475	2.8073549220576	876
2.3654879848909	0	877
2.11394335230684	0	878
3.43088094645289	2	879
2.2380461031288	0	880
3.28239550474253	2	881
3.42862067267194	2	882
3.20547503674089	1.58496250072116	883
2.64345267648619	1	884
2.29446622616159	0	885
2.05307844348342	1	886
3.32510498297141	2	887
3.41530729222557	2	888
3.04178731897175	1	889
2.87966920563205	1	890
2.52891670027765	1	891
3.21192108430851	2	892
3.46299661202806	2.58496250072116	893
1.77815125038364	0	894
2.89542254603941	1.58496250072116	895
2.71767050300226	1	896
3.71172289182723	2.8073549220576	897
3.47523522260413	2	898
2.92272545799326	1	899
3.16166741243774	1	900
3.50460677064195	2.32192809488736	901
3.04257551244019	1.58496250072116	902
1.98677173426624	1	903
1.67209785793572	0	904
3.22115332195471	1.58496250072116	905
3.0640834359636	1	906
3.29003461136252	1	907
2.95036485437612	1.58496250072116	908
3.42258983985148	1.58496250072116	909
3.03502928220237	1.58496250072116	910
2.25767857486918	0	911
3.57414706415072	1.58496250072116	912
2.74973631556906	2	913
2.84695532501982	1	914
3.30189771719521	1.58496250072116	915
3.3911116137028	2.32192809488736	916
2.32428245529769	1	917
2.69196510276736	1	918
1.568201724067	0	919
2.41329976408125	1	920
2.53907609879278	2	921
3.04336227802113	2	922
2.44247976906445	1	923
3.20466251174822	2	924
2.61489721603313	0	925
2.81291335664286	1.58496250072116	926
1.77815125038364	0	927
3.32448823330766	2	928
3.57691695596521	2.58496250072116	929
2.5092025223311	0	930
2.33445375115093	2	931
3.38327665040765	2.32192809488736	932
3.004751155591	1.58496250072116	933
2.75204844781944	2	934
2.55870857053317	0	935
2.89153745767256	1	936
2.36361197989214	2	937
3.56537550271407	2.8073549220576	938
3.6773331514199	2.8073549220576	939
2.81358098856819	2	940
2.97081161087252	1.58496250072116	941
1.39794000867204	0	942
3.19506899646859	1	943
2.03342375548695	0	944
3.6456187382427	2.58496250072116	945
2.45178643552429	1.58496250072116	946
2.3541084391474	0	947
1.74036268949424	1	948
2.49136169383427	1	949
3.21272015441784	2	950
3.14363923527454	1	951
2.73957234445009	1.58496250072116	952
2.44404479591808	0	953
3.40585839931764	2	954
3.34064237756071	2.58496250072116	955
3.25959387888595	2.32192809488736	956
2.88649072517248	1	957
2.60097289568675	1	958
3.39585037601878	2	959
3.08386080086657	2	960
3.19589965240923	1	961
3.27646180417324	1.58496250072116	962
2.36361197989214	1	963
3.31534047662729	2	964
1.95904139232109	0	965
3.1215598441875	1	966
3.05842602445701	2	967
2.20411998265593	0	968
3.01367969729119	2	969
2.76192783842053	1	970
2.68394713075151	0	971
2.72015930340596	1	972
2.54157924394658	1	973
2.43296929087441	1	974
2.3541084391474	1	975
2.86391737695786	1	976
2.42324587393681	1	977
3.35964579267454	2	978
2.48572142648158	0	979
3.41313205043487	1.58496250072116	980
2.80002935924413	1	981
3.07554696139253	2	982
