fill	x	y	xmin	xmax	ymin	ymax
#737373	0.75	10	0.625	0.875	7.5	12.5
#4B4B4B	-1.25	5	-1.375	-1.125	2.5	7.5
#7B7B7B	2.75	10	2.625	2.875	7.5	12.5
#979797	5	10	4.875	5.125	7.5	12.5
#8D8D8D	5.75	5	5.625	5.875	2.5	7.5
#707070	5	5	4.875	5.125	2.5	7.5
#909090	4.5	10	4.375	4.625	7.5	12.5
#767676	-0.75	20	-0.875	-0.625	17.5	22.5
#636363	-0.25	5	-0.375	-0.125	2.5	7.5
#4D4D4D	-1	5	-1.125	-0.875	2.5	7.5
#737373	2.25	10	2.125	2.375	7.5	12.5
#ACACAC	-3.25	10	-3.375	-3.125	7.5	12.5
#A9A9A9	4.75	10	4.625	4.875	7.5	12.5
#7F7F7F	-1	25	-1.125	-0.875	22.5	27.5
#949494	-2.5	10	-2.625	-2.375	7.5	12.5
#8E8E8E	-2.25	10	-2.375	-2.125	7.5	12.5
#BABABA	5.5	10	5.375	5.625	7.5	12.5
#858585	-1	30	-1.125	-0.875	27.5	32.5
#828282	-1.75	10	-1.875	-1.625	7.5	12.5
#888888	-2	10	-2.125	-1.875	7.5	12.5
#989898	-1	35	-1.125	-0.875	32.5	37.5
#9F9F9F	-1.25	35	-1.375	-1.125	32.5	37.5
#9F9F9F	-1.75	15	-1.875	-1.625	12.5	17.5
#A7A7A7	-3	10	-3.125	-2.875	7.5	12.5
#B9B9B9	-2.5	15	-2.625	-2.375	12.5	17.5
#ADADAD	-4.25	5	-4.375	-4.125	2.5	7.5
#A1A1A1	-1.25	45	-1.375	-1.125	42.5	47.5
#DFDFDF	-3	20	-3.125	-2.875	17.5	22.5
#8F8F8F	-5.75	5	-5.875	-5.625	2.5	7.5
#A5A5A5	-6	5	-6.125	-5.875	2.5	7.5
#9C9C9C	-1.25	40	-1.375	-1.125	37.5	42.5
#A0A0A0	-2.75	10	-2.875	-2.625	7.5	12.5
#9E9E9E	-1.5	20	-1.625	-1.375	17.5	22.5
#C9C9C9	-2	30	-2.125	-1.875	27.5	32.5
#E6E6E6	-2.5	40	-2.625	-2.375	37.5	42.5
#A8A8A8	-1.75	20	-1.875	-1.625	17.5	22.5
#B3B3B3	-1.75	25	-1.875	-1.625	22.5	27.5
#C3C3C3	-1.75	40	-1.875	-1.625	37.5	42.5
#E6E6E6	-2	40	-2.125	-1.875	37.5	42.5
#EFEFEF	-2.5	55	-2.625	-2.375	52.5	57.5
#BBBBBB	-1.75	35	-1.875	-1.625	32.5	37.5
#CDCDCD	-1.75	30	-1.875	-1.625	27.5	32.5
#919191	-1.25	25	-1.375	-1.125	22.5	27.5
#DFDFDF	4	15	3.875	4.125	12.5	17.5
#B8B8B8	-1.5	35	-1.625	-1.375	32.5	37.5
#EFEFEF	-2.25	50	-2.375	-2.125	47.5	52.5
#FFFFFF	-3	60	-3.125	-2.875	57.5	62.5
#DFDFDF	-2.25	40	-2.375	-2.125	37.5	42.5
#DADADA	-2	35	-2.125	-1.875	32.5	37.5
#ADADAD	3	15	2.875	3.125	12.5	17.5
#606060	1.5	10	1.375	1.625	7.5	12.5
#9A9A9A	2.5	15	2.375	2.625	12.5	17.5
#A8A8A8	6.25	10	6.125	6.375	7.5	12.5
#A9A9A9	-1.5	25	-1.625	-1.375	22.5	27.5
#C3C3C3	-2.25	20	-2.375	-2.125	17.5	22.5
#B9B9B9	3.5	15	3.375	3.625	12.5	17.5
#B6B6B6	-2.25	15	-2.375	-2.125	12.5	17.5
#ACACAC	-1.5	30	-1.625	-1.375	27.5	32.5
#FFFFFF	-2.5	35	-2.625	-2.375	32.5	37.5
#A4A4A4	2.75	15	2.625	2.875	12.5	17.5
#DFDFDF	3.5	20	3.375	3.625	17.5	22.5
#939393	2.25	15	2.125	2.375	12.5	17.5
#828282	2	15	1.875	2.125	12.5	17.5
#D6D6D6	5.75	15	5.625	5.875	12.5	17.5
#EFEFEF	-2.5	30	-2.625	-2.375	27.5	32.5
#B2B2B2	3.25	15	3.125	3.375	12.5	17.5
#EFEFEF	-2.5	45	-2.625	-2.375	42.5	47.5
#FFFFFF	-3	45	-3.125	-2.875	42.5	47.5
#D0D0D0	-2.25	25	-2.375	-2.125	22.5	27.5
#CBCBCB	-2	25	-2.125	-1.875	22.5	27.5
#B8B8B8	-2	20	-2.125	-1.875	17.5	22.5
#E6E6E6	-2.5	50	-2.625	-2.375	47.5	52.5
#FFFFFF	-2.75	45	-2.875	-2.625	42.5	47.5
#D3D3D3	-1.75	45	-1.875	-1.625	42.5	47.5
#EFEFEF	-2	50	-2.125	-1.875	47.5	52.5
#D0D0D0	3.75	15	3.625	3.875	12.5	17.5
#919191	-0.75	25	-0.875	-0.625	22.5	27.5
#5F5F5F	1.25	10	1.125	1.375	7.5	12.5
#9E9E9E	2	25	1.875	2.125	22.5	27.5
#757575	1.75	15	1.625	1.875	12.5	17.5
#9B9B9B	2.25	20	2.125	2.375	17.5	22.5
#A9A9A9	2.5	25	2.375	2.625	22.5	27.5
#B7B7B7	2.75	35	2.625	2.875	32.5	37.5
#A8A8A8	2.5	20	2.375	2.625	17.5	22.5
#D0D0D0	3	20	2.875	3.125	17.5	22.5
#BABABA	2.75	20	2.625	2.875	17.5	22.5
#757575	1.5	15	1.375	1.625	12.5	17.5
#A1A1A1	2.25	25	2.125	2.375	22.5	27.5
#8E8E8E	2	20	1.875	2.125	17.5	22.5
#7E7E7E	1.25	15	1.125	1.375	12.5	17.5
#ABABAB	2.25	30	2.125	2.375	27.5	32.5
#DFDFDF	3.25	55	3.125	3.375	52.5	57.5
#D0D0D0	3	35	2.875	3.125	32.5	37.5
#CDCDCD	2.75	45	2.625	2.875	42.5	47.5
#B4B4B4	2.75	30	2.625	2.875	27.5	32.5
#676767	1	10	0.875	1.125	7.5	12.5
#C0C0C0	2.5	35	2.375	2.625	32.5	37.5
#BDBDBD	3	40	2.875	3.125	37.5	42.5
#D6D6D6	3.25	45	3.125	3.375	42.5	47.5
#898989	1.75	20	1.625	1.875	17.5	22.5
#AAAAAA	2.5	30	2.375	2.625	27.5	32.5
#A7A7A7	2	30	1.875	2.125	27.5	32.5
#BABABA	2.25	35	2.125	2.375	32.5	37.5
#DADADA	2.5	45	2.375	2.625	42.5	47.5
#9E9E9E	1.75	25	1.625	1.875	22.5	27.5
#B6B6B6	1.5	30	1.375	1.625	27.5	32.5
#AAAAAA	1.25	25	1.125	1.375	22.5	27.5
#929292	1.5	20	1.375	1.625	17.5	22.5
#898989	1	15	0.875	1.125	12.5	17.5
#D3D3D3	-6.5	10	-6.625	-6.375	7.5	12.5
#A5A5A5	0.5	10	0.375	0.625	7.5	12.5
#A8A8A8	1	20	0.875	1.125	17.5	22.5
#A4A4A4	0.75	15	0.625	0.875	12.5	17.5
#C9C9C9	1.25	30	1.125	1.375	27.5	32.5
#ADADAD	1.5	25	1.375	1.625	22.5	27.5
#B7B7B7	1.75	30	1.625	1.875	27.5	32.5
#C3C3C3	2	35	1.875	2.125	32.5	37.5
#CDCDCD	2	40	1.875	2.125	37.5	42.5
#989898	1.25	20	1.125	1.375	17.5	22.5
#C0C0C0	-6.25	5	-6.375	-6.125	2.5	7.5
#AAAAAA	-2	15	-2.125	-1.875	12.5	17.5
#CDCDCD	-4.5	10	-4.625	-4.375	7.5	12.5
#C5C5C5	-3.75	10	-3.875	-3.625	7.5	12.5
#CBCBCB	-4	10	-4.125	-3.875	7.5	12.5
#B4B4B4	-3.5	10	-3.625	-3.375	7.5	12.5
#969696	-0.5	15	-0.625	-0.375	12.5	17.5
#BDBDBD	6.5	10	6.375	6.625	7.5	12.5
#DFDFDF	4.25	15	4.125	4.375	12.5	17.5
#DADADA	1	25	0.875	1.125	22.5	27.5
#D3D3D3	-2.75	15	-2.875	-2.625	12.5	17.5
#CDCDCD	2.5	40	2.375	2.625	37.5	42.5
#E6E6E6	2.75	50	2.625	2.875	47.5	52.5
#C5C5C5	3	50	2.875	3.125	47.5	52.5
#CBCBCB	2.75	40	2.625	2.875	37.5	42.5
#DFDFDF	3.25	50	3.125	3.375	47.5	52.5
#DFDFDF	6.75	10	6.625	6.875	7.5	12.5
#FFFFFF	6.75	15	6.625	6.875	12.5	17.5
#EFEFEF	7	15	6.875	7.125	12.5	17.5
#FFFFFF	6	15	5.875	6.125	12.5	17.5
#D6D6D6	-1.75	55	-1.875	-1.625	52.5	57.5
#FFFFFF	4.75	15	4.625	4.875	12.5	17.5
#C7C7C7	-1.5	45	-1.625	-1.375	42.5	47.5
#FFFFFF	5.5	15	5.375	5.625	12.5	17.5
#E6E6E6	5	15	4.875	5.125	12.5	17.5
#EFEFEF	4.5	15	4.375	4.625	12.5	17.5
#FFFFFF	2.25	55	2.125	2.375	52.5	57.5
#CBCBCB	1.75	35	1.625	1.875	32.5	37.5
#DADADA	1.5	40	1.375	1.625	37.5	42.5
#C3C3C3	2.75	25	2.625	2.875	22.5	27.5
#DFDFDF	2.25	50	2.125	2.375	47.5	52.5
#EFEFEF	2.75	60	2.625	2.875	57.5	62.5
#EFEFEF	3.25	35	3.125	3.375	32.5	37.5
#D3D3D3	2.25	40	2.125	2.375	37.5	42.5
#E6E6E6	3	60	2.875	3.125	57.5	62.5
#E6E6E6	3.25	40	3.125	3.375	37.5	42.5
#C0C0C0	-1.5	50	-1.625	-1.375	47.5	52.5
#DFDFDF	-1.75	60	-1.875	-1.625	57.5	62.5
#DADADA	-1.75	50	-1.875	-1.625	47.5	52.5
#E6E6E6	-4.75	10	-4.875	-4.625	7.5	12.5
#E6E6E6	-2	45	-2.125	-1.875	42.5	47.5
#CBCBCB	-1.5	40	-1.625	-1.375	37.5	42.5
#BFBFBF	1.75	40	1.625	1.875	37.5	42.5
#FFFFFF	-3.25	40	-3.375	-3.125	37.5	42.5
#FFFFFF	-3	35	-3.125	-2.875	32.5	37.5
#D6D6D6	-2.25	30	-2.375	-2.125	27.5	32.5
#DFDFDF	3	55	2.875	3.125	52.5	57.5
#E6E6E6	3.25	65	3.125	3.375	62.5	67.5
#D0D0D0	3	45	2.875	3.125	42.5	47.5
#EFEFEF	3.5	70	3.375	3.625	67.5	72.5
#FFFFFF	4	80	3.875	4.125	77.5	82.5
#FFFFFF	3.5	65	3.375	3.625	62.5	67.5
#E6E6E6	3.5	45	3.375	3.625	42.5	47.5
#CBCBCB	3	30	2.875	3.125	27.5	32.5
#E6E6E6	3.25	60	3.125	3.375	57.5	62.5
#FFFFFF	3.75	40	3.625	3.875	37.5	42.5
#EFEFEF	3.25	30	3.125	3.375	27.5	32.5
#DFDFDF	3	25	2.875	3.125	22.5	27.5
#FFFFFF	3.5	40	3.375	3.625	37.5	42.5
#E6E6E6	3.5	50	3.375	3.625	47.5	52.5
#FFFFFF	3.75	60	3.625	3.875	57.5	62.5
#FFFFFF	3.75	55	3.625	3.875	52.5	57.5
#B3B3B3	-1.5	55	-1.625	-1.375	52.5	57.5
#B7B7B7	-1	40	-1.125	-0.875	37.5	42.5
#FFFFFF	3.5	75	3.375	3.625	72.5	77.5
#FFFFFF	3.25	20	3.125	3.375	17.5	22.5
#EFEFEF	2.25	45	2.125	2.375	42.5	47.5
#DADADA	2	45	1.875	2.125	42.5	47.5
#FFFFFF	-4.25	20	-4.375	-4.125	17.5	22.5
#DADADA	1.5	35	1.375	1.625	32.5	37.5
#DADADA	-1.75	65	-1.875	-1.625	62.5	67.5
#A8A8A8	-1.25	50	-1.375	-1.125	47.5	52.5
#FFFFFF	-3.5	25	-3.625	-3.375	22.5	27.5
#EFEFEF	-2.75	25	-2.875	-2.625	22.5	27.5
#E6E6E6	-3.25	15	-3.375	-3.125	12.5	17.5
#EFEFEF	-3.5	15	-3.625	-3.375	12.5	17.5
#FFFFFF	-2.25	55	-2.375	-2.125	52.5	57.5
#EFEFEF	-2.5	60	-2.625	-2.375	57.5	62.5
#E6E6E6	-2.25	35	-2.375	-2.125	32.5	37.5
#EFEFEF	-2	55	-2.125	-1.875	52.5	57.5
#EFEFEF	-2.25	45	-2.375	-2.125	42.5	47.5
#C7C7C7	-1.5	60	-1.625	-1.375	57.5	62.5
#D3D3D3	-4.5	5	-4.625	-4.375	2.5	7.5
#CBCBCB	-1.25	55	-1.375	-1.125	52.5	57.5
#E6E6E6	-4.25	10	-4.375	-4.125	7.5	12.5
#EFEFEF	-3.75	15	-3.875	-3.625	12.5	17.5
#EFEFEF	-6.25	10	-6.375	-6.125	7.5	12.5
#E6E6E6	-3	15	-3.125	-2.875	12.5	17.5
#FFFFFF	-3.25	25	-3.375	-3.125	22.5	27.5
#FFFFFF	-3.75	35	-3.875	-3.625	32.5	37.5
#EFEFEF	-1.5	65	-1.625	-1.375	62.5	67.5
#EFEFEF	-0.75	30	-0.875	-0.625	27.5	32.5
#FFFFFF	-3.25	20	-3.375	-3.125	17.5	22.5
#D6D6D6	-2.5	20	-2.625	-2.375	17.5	22.5
#E6E6E6	1.75	45	1.625	1.875	42.5	47.5
#FFFFFF	2	55	1.875	2.125	52.5	57.5
#FFFFFF	2.25	60	2.125	2.375	57.5	62.5
#FFFFFF	2	60	1.875	2.125	57.5	62.5
#FFFFFF	-4	15	-4.125	-3.875	12.5	17.5
#FFFFFF	-5	10	-5.125	-4.875	7.5	12.5
#FFFFFF	2	50	1.875	2.125	47.5	52.5
#FFFFFF	0.75	20	0.625	0.875	17.5	22.5
#EFEFEF	-2.75	20	-2.875	-2.625	17.5	22.5
