fill	x	y	xmin	xmax	ymin	ymax
#141414	1.5	0	1.375	1.625	-2.5	2.5
#1F1F1F	-2	0	-2.125	-1.875	-2.5	2.5
#070707	-0.5	0	-0.625	-0.375	-2.5	2.5
#232323	-1.75	0	-1.875	-1.625	-2.5	2.5
#1C1C1C	2	0	1.875	2.125	-2.5	2.5
#121212	-1	0	-1.125	-0.875	-2.5	2.5
#000000	0	0	-0.125	0.125	-2.5	2.5
#292929	-2.5	0	-2.625	-2.375	-2.5	2.5
#020202	0.75	0	0.625	0.875	-2.5	2.5
#131313	-1.25	0	-1.375	-1.125	-2.5	2.5
#2A2A2A	2.75	0	2.625	2.875	-2.5	2.5
#686868	-1	10	-1.125	-0.875	7.5	12.5
#5E5E5E	-0.75	10	-0.875	-0.625	7.5	12.5
#8A8A8A	-1.25	20	-1.375	-1.125	17.5	22.5
#838383	-1.25	15	-1.375	-1.125	12.5	17.5
#939393	-1.5	15	-1.625	-1.375	12.5	17.5
#787878	-1.25	10	-1.375	-1.125	7.5	12.5
#7F7F7F	-1.5	10	-1.625	-1.375	7.5	12.5
#4A4A4A	-1.5	5	-1.625	-1.375	2.5	7.5
#020202	-0.25	0	-0.375	-0.125	-2.5	2.5
#3C3C3C	1.25	5	1.125	1.375	2.5	7.5
#3A3A3A	1.75	5	1.625	1.875	2.5	7.5
#3A3A3A	1.5	5	1.375	1.625	2.5	7.5
#020202	0.5	0	0.375	0.625	-2.5	2.5
#0D0D0D	1	0	0.875	1.125	-2.5	2.5
#040404	0.25	0	0.125	0.375	-2.5	2.5
#1B1B1B	-1.5	0	-1.625	-1.375	-2.5	2.5
#0C0C0C	-0.75	0	-0.875	-0.625	-2.5	2.5
#424242	-4.25	0	-4.375	-4.125	-2.5	2.5
#4B4B4B	-4.5	0	-4.625	-4.375	-2.5	2.5
#404040	-4	0	-4.125	-3.875	-2.5	2.5
#393939	-3.75	0	-3.875	-3.625	-2.5	2.5
#656565	-4.75	0	-4.875	-4.625	-2.5	2.5
#323232	-2.25	0	-2.375	-2.125	-2.5	2.5
#3C3C3C	-3.25	0	-3.375	-3.125	-2.5	2.5
#353535	-3	0	-3.125	-2.875	-2.5	2.5
#2F2F2F	-2.75	0	-2.875	-2.625	-2.5	2.5
#5D5D5D	-5	5	-5.125	-4.875	2.5	7.5
#3F3F3F	-3.5	0	-3.625	-3.375	-2.5	2.5
#1B1B1B	1.75	0	1.625	1.875	-2.5	2.5
#2E2E2E	2.25	0	2.125	2.375	-2.5	2.5
#161616	1.25	0	1.125	1.375	-2.5	2.5
#3D3D3D	2.25	5	2.125	2.375	2.5	7.5
#414141	2.5	5	2.375	2.625	2.5	7.5
#3A3A3A	2	5	1.875	2.125	2.5	7.5
#2E2E2E	2.5	0	2.375	2.625	-2.5	2.5
#404040	2.75	5	2.625	2.875	2.5	7.5
#545454	3.75	5	3.625	3.875	2.5	7.5
#434343	3	5	2.875	3.125	2.5	7.5
#4E4E4E	3.25	5	3.125	3.375	2.5	7.5
#4B4B4B	3.5	5	3.375	3.625	2.5	7.5
#5E5E5E	4.5	5	4.375	4.625	2.5	7.5
#8A8A8A	3.25	10	3.125	3.375	7.5	12.5
#9D9D9D	6	10	5.875	6.125	7.5	12.5
#A4A4A4	5.25	10	5.125	5.375	7.5	12.5
#909090	3.75	10	3.625	3.875	7.5	12.5
#838383	3	10	2.875	3.125	7.5	12.5
#545454	4.25	5	4.125	4.375	2.5	7.5
#474747	3	0	2.875	3.125	-2.5	2.5
#3A3A3A	3.25	0	3.125	3.375	-2.5	2.5
#474747	3.75	0	3.625	3.875	-2.5	2.5
#505050	4	0	3.875	4.125	-2.5	2.5
#9A9A9A	-1.25	30	-1.375	-1.125	27.5	32.5
#6C6C6C	-0.75	15	-0.875	-0.625	12.5	17.5
#7C7C7C	-1	20	-1.125	-0.875	17.5	22.5
#737373	-1	15	-1.125	-0.875	12.5	17.5
#464646	-0.5	5	-0.625	-0.375	2.5	7.5
#4B4B4B	-0.75	5	-0.875	-0.625	2.5	7.5
#505050	0.5	5	0.375	0.625	2.5	7.5
#626262	-2.75	5	-2.875	-2.625	2.5	7.5
#4F4F4F	-2	5	-2.125	-1.875	2.5	7.5
#535353	-2.25	5	-2.375	-2.125	2.5	7.5
#737373	-3.5	5	-3.625	-3.375	2.5	7.5
#868686	-3.75	5	-3.875	-3.625	2.5	7.5
#585858	-2.5	5	-2.625	-2.375	2.5	7.5
#616161	-3.25	5	-3.375	-3.125	2.5	7.5
#616161	-3	5	-3.125	-2.875	2.5	7.5
#4B4B4B	-1.75	5	-1.875	-1.625	2.5	7.5
#9C9C9C	-4	5	-4.125	-3.875	2.5	7.5
#6F6F6F	2	10	1.875	2.125	7.5	12.5
#3F3F3F	1	5	0.875	1.125	2.5	7.5
#686868	1.75	10	1.625	1.875	7.5	12.5
#787878	2.5	10	2.375	2.625	7.5	12.5
#8D8D8D	3.5	10	3.375	3.625	7.5	12.5
#5E5E5E	4	5	3.875	4.125	2.5	7.5
#7C7C7C	-5.5	5	-5.625	-5.375	2.5	7.5
#6B6B6B	-5.25	5	-5.375	-5.125	2.5	7.5
#5D5D5D	-4.75	5	-4.875	-4.625	2.5	7.5
#989898	4	10	3.875	4.125	7.5	12.5
#686868	4.75	5	4.625	4.875	2.5	7.5
#7B7B7B	5.25	5	5.125	5.375	2.5	7.5
#9B9B9B	4.25	10	4.125	4.375	7.5	12.5
#ABABAB	6	5	5.875	6.125	2.5	7.5
#848484	5.5	5	5.375	5.625	2.5	7.5
#6C6C6C	-0.5	10	-0.625	-0.375	7.5	12.5
#848484	0.25	5	0.125	0.375	2.5	7.5
#454545	0.75	5	0.625	0.875	2.5	7.5
