group	label	showSelected1
1	Cluster 369: 95/558 pixels shown, logFC -5.1 to 2.7, log10(p) 0.0 to 3.6	369
1	Cluster 575: 1110/5453 pixels shown, logFC -5.1 to 2.3, log10(p) 0.0 to 12.9	575
1	Cluster 654: 22/1070 pixels shown, logFC -4.9 to 1.9, log10(p) 0.0 to 8.3	654
1	Cluster 664: 105/630 pixels shown, logFC -0.6 to 2.5, log10(p) 0.0 to 9.0	664
1	Cluster 720: 438/4336 pixels shown, logFC -1.9 to 1.6, log10(p) 0.0 to 4.8	720
1	Cluster 916: 89/2461 pixels shown, logFC -3.3 to 2.2, log10(p) 0.0 to 11.6	916
1	Cluster 1548: 38/719 pixels shown, logFC -0.8 to 2.5, log10(p) 0.0 to 8.4	1548
1	Cluster 1639: 1481/2589 pixels shown, logFC -5.1 to 1.1, log10(p) 0.0 to 10.0	1639
1	Cluster 2263: 445/611 pixels shown, logFC -1.7 to 1.6, log10(p) 0.0 to 3.6	2263
1	Cluster 3109: 924/1198 pixels shown, logFC -6.5 to 0.6, log10(p) 0.0 to 10.1	3109
1	Cluster 3280: 3/693 pixels shown, logFC -4.1 to 0.7, log10(p) 0.0 to 7.4	3280
1	Cluster 3668: 249/249 pixels shown, logFC -0.9 to 2.1, log10(p) 0.0 to 5.0	3668
