x	y	clickSelects
0.0975674463252301	-1.69145770607216	992
-0.10285901762377	-2.30744986682614	1350
0.03280140534343	1.58520911336585	992
-0.072916914286	-1.50777640665057	1984
0.0149249946716801	-1.48212295349117	1984
0.11862788738544	-2.1477111355505	1984
0.0750587877147499	2.17943646760342	1281
0.05292118777749	-1.92491663291501	1984
0.0388657406202	-1.41606490595837	700
0.07115018613152	-1.43164602739283	700
0.0903305609823399	1.8583892121626	700
-0.0551737911339101	-1.73878424669892	3962
0.0598806844352	-1.01519856379807	3962
-0.09888571961134	-0.742981190283549	3962
-0.00607365514325009	-2.08900289800005	3962
-0.0097744953677501	-2.38546147762715	3962
-0.0531279259948101	-1.87273750782742	3962
-0.115111401552	-1.34248910380087	3962
-0.0608784351338001	-0.175806607142642	1174
0.09380984350317	-1.47778743729046	1174
-0.0709021989685501	-1.68447896831693	1174
0.03297176725616	-1.55791469347374	1174
-0.12427417444673	-2.28712761582087	1174
0.09453937393367	0.0415307389707955	1174
0.09195134940964	2.43435112823173	1174
0.00813544955729006	-1.13535597106058	1174
-0.11022963677121	-0.300775669746828	1174
-0.00882369558472007	-2.19022013906116	1174
0.09476915111574	-2.15087864243327	3962
-0.11956903730172	-0.840169969235808	3962
-0.06436704823813	-0.0971612003336535	1174
-0.11215238422687	-0.420870367849489	1174
-0.0022134416395001	-1.0022636386363	3962
-0.00922957356969989	-1.15288399627455	3962
0.11337404963415	-1.99770921950994	3962
-0.00824120941680007	1.96563275225228	3962
0.0667889651665601	-0.208100109805548	3962
0.0551535588256	0.59311051603598	3962
0.0873286484829601	-2.47332808589966	800
0.10798256267442	-1.54757341845277	474
0.06273414879684	0.470317714435025	2415
-0.0422379338782	0.315553239568425	2415
-0.0718612880484999	-1.09287973564355	2415
-0.02633007403295	0.265309656677211	2415
0.04911350233412	-0.144642902374329	2415
-0.10655527619504	0.127744635732359	2415
-0.04375124445843	-1.48631791444535	2106
-0.00580148061288011	-1.12996876781934	2415
-0.0036143999984799	-1.77888824031273	2415
0.0945659361040201	0.602585064044511	2415
0.10346981607247	-0.154203982882738	2415
-0.0153318458223199	-2.37401680996238	2106
0.12348368626971	2.42271617926224	2415
-0.04037983733664	-2.26420794736729	2106
-0.0757133957057501	0.629935858400051	2415
-0.07403711871078	0.432192852924544	2415
-0.00891439649910009	-0.511094624160497	2106
0.11620126584083	-2.40721443191142	2106
0.04066082541201	0.710769634043608	2106
-0.0084671507538201	-0.845823713485217	2106
0.0314170655225301	1.99428239522237	2415
0.02520383361666	-2.06617597626795	689
-0.0711345080883401	-0.795594474477809	722
0.06419904066988	-2.07758133718799	722
0.0263780685025901	0.726924541755636	3276
0.0861614343431001	2.49240194566332	3276
0.10273092212518	2.47844223233595	3276
-0.0750401738903499	-2.12899971814727	4023
-0.0788148724729301	-1.17878487716901	4023
-0.0908483732237699	-1.22318640847427	4023
0.1126212654832	-1.73457710234273	1018
0.10983022548721	1.52275508713114	1316
-0.06036321701794	-2.27775538760498	492
0.0148717293804701	0.382239750879414	1391
0.08104202867003	1.4091836751688	2399
0.05917950505356	-0.2380118812357	750
0.11623824974995	1.5235802822657	750
-0.0725624830321301	-1.02222709926103	1055
-0.0491190494598699	-0.321130948048229	2790
-0.10323374609265	-1.76342722662281	1455
-0.11569073978412	-0.127539506656342	1455
-0.01119609741175	1.02592324925753	2790
0.12193403526347	-0.167371807983695	2790
-0.12290943930997	-0.604395156536912	1455
0.05977971704281	-2.43075867017363	1455
-0.0238902709295301	-1.04725896425657	1455
-0.0973829817557299	0.699227411910821	1455
0.0441208517931899	-0.0273337713991193	2790
0.0660704502319101	-1.12833507980749	1455
-0.12131995434533	0.50053926706579	1455
-0.1096728985659	-1.84470381619195	1455
-0.04369261636856	-1.50253442406632	1455
-0.0954378650355101	-1.85251163846365	1455
-0.0153333771277799	-1.92678307668929	1455
0.01863620734017	0.208500712935408	2790
0.10646190665818	-1.45026543790738	2790
-0.03117102134169	1.73337442598762	4078
0.0581282478233201	-0.961651606943919	4078
0.0579543470314801	-1.98998157700469	321
0.02273476478863	-1.84651569582636	321
-0.05524233034676	-1.75323687947524	850
0.00629728871096003	1.55186415582235	3542
-0.06369391199243	0.957379998254538	3542
0.0518127144176099	1.32262159685613	3542
0.0441703423847699	-1.64441283633981	618
-0.0542255990032401	-2.44132705712083	618
-0.0249827748690401	-1.04627232185476	618
0.0181997240615599	-1.9477395998729	1602
0.0428670122944199	1.5802027644582	1602
0.00864162241952005	2.27548416468955	1602
0.0867899691356699	0.471145834978742	1602
-0.0813561038201101	-2.13584152305191	618
0.0514006162587199	-2.23058097578718	1525
0.00534879249408005	-1.85160963413649	618
0.11816004172264	-2.19434101994723	618
0.0228055933370099	1.15967127608926	3183
0.0171589618004799	1.74817738714809	3183
0.0242565722114101	-0.916589145059914	3183
0.09112964735371	-1.14937314174948	3183
0.10938842417539	-1.03692858802342	3183
0.11009004019825	-0.191961682457791	3183
0.0427383915541599	-0.976102826839554	3183
0.00483969309201004	-0.603260822353636	3183
0.11399896492506	-1.27510243148801	3183
0.05923712756128	1.67844115758361	3183
0.0413915239296101	-0.673451653878194	3183
0.0397636881866801	-0.148780251107443	388
0.06197254355223	-1.69547848851357	388
0.11960238521023	1.90405060102298	2467
-0.0934226594338099	-1.92139443651764	2102
-0.02388195863931	-1.97523072712826	2102
-0.0649041746929899	-2.43767927959192	1794
-0.04334487711532	-1.24376468698926	1424
0.02480388021356	-0.749245403395381	1424
0.0243761943115	-2.48976343713619	1424
0.02651822111545	-2.03631748182304	1424
0.06360924928391	-1.37684034100075	1424
0.02918405643402	-1.0184378489193	1424
0.11916089726237	-1.33583669522455	1424
0.02725311732154	-1.0510576211326	1424
0.03429076769966	-1.95309649230442	1424
-0.10333786864493	-0.676896620224852	1424
-0.06798607368494	-2.28383553918182	1424
-0.1175188622466	-0.415765370365873	1424
0.01561286644551	-2.33794577176655	1424
0.06178488027596	-2.22718551876018	1794
-0.0819957083909499	-0.0412204956243976	1424
-0.0830460334896199	-0.21633598996802	1424
-0.06861250993853	-0.566212484879815	1424
