group	label	showSelected1
1	Cluster 57: 23/5060 pixels shown, logFC -4.1 to 5.0, log10(p) 0.0 to 6.5	57
1	Cluster 160: 66/9295 pixels shown, logFC -5.5 to 3.4, log10(p) 0.0 to 4.2	160
1	Cluster 185: 597/4750 pixels shown, logFC -6.0 to 1.7, log10(p) 0.0 to 5.7	185
1	Cluster 379: 1412/1560 pixels shown, logFC -4.2 to 2.2, log10(p) 0.0 to 3.7	379
1	Cluster 716: 2210/7737 pixels shown, logFC -5.3 to 2.9, log10(p) 0.0 to 4.3	716
1	Cluster 1146: 2/137 pixels shown, logFC -5.6 to 0.2, log10(p) 0.0 to 4.5	1146
1	Cluster 2025: 498/3389 pixels shown, logFC -4.6 to 2.8, log10(p) 0.0 to 3.6	2025
1	Cluster 2808: 72/122 pixels shown, logFC -4.8 to 1.3, log10(p) 0.0 to 4.3	2808
1	Cluster 2834: 101/282 pixels shown, logFC -2.2 to 2.8, log10(p) 0.0 to 2.7	2834
1	Cluster 3197: 18/347 pixels shown, logFC -2.3 to 0.8, log10(p) 0.0 to 3.3	3197
