group	label	showSelected1
1	Cluster 10: 25/6871 pixels shown, logFC -4.5 to 5.0, log10(p) 0.0 to 4.7	10
1	Cluster 71: 9/1154 pixels shown, logFC -4.1 to 4.8, log10(p) 0.0 to 3.7	71
1	Cluster 184: 275/828 pixels shown, logFC -4.1 to 3.7, log10(p) 0.0 to 2.0	184
1	Cluster 455: 138/6838 pixels shown, logFC -4.3 to 5.0, log10(p) 0.0 to 4.1	455
1	Cluster 471: 735/1637 pixels shown, logFC -4.4 to 4.8, log10(p) 0.0 to 4.8	471
1	Cluster 584: 501/1084 pixels shown, logFC -3.8 to 4.1, log10(p) 0.0 to 3.2	584
1	Cluster 827: 969/1063 pixels shown, logFC -2.5 to 5.4, log10(p) 0.0 to 6.1	827
1	Cluster 871: 856/1243 pixels shown, logFC -1.0 to 6.1, log10(p) 0.0 to 8.4	871
1	Cluster 1227: 282/1108 pixels shown, logFC -4.2 to 5.0, log10(p) 0.0 to 4.1	1227
1	Cluster 1349: 44/78 pixels shown, logFC -3.8 to 3.1, log10(p) 0.0 to 2.0	1349
1	Cluster 1354: 36/338 pixels shown, logFC -3.3 to 4.1, log10(p) 0.0 to 2.4	1354
1	Cluster 1720: 4/165 pixels shown, logFC -3.1 to 5.3, log10(p) 0.0 to 5.0	1720
1	Cluster 2172: 496/2608 pixels shown, logFC -3.9 to 5.0, log10(p) 0.0 to 7.1	2172
1	Cluster 2270: 78/78 pixels shown, logFC -3.5 to 2.5, log10(p) 0.0 to 1.6	2270
1	Cluster 2573: 189/245 pixels shown, logFC -1.7 to 2.5, log10(p) 0.0 to 3.0	2573
1	Cluster 2699: 5/208 pixels shown, logFC -3.5 to 4.1, log10(p) 0.0 to 2.8	2699
1	Cluster 3309: 298/298 pixels shown, logFC -0.7 to 5.6, log10(p) 0.0 to 6.7	3309
1	Cluster 3528: 12/17 pixels shown, logFC 0.4 to 3.3, log10(p) 0.2 to 1.5	3528
1	Cluster 3937: 34/34 pixels shown, logFC 0.4 to 3.3, log10(p) 0.1 to 1.6	3937
