group	label	showSelected1
1	Cluster 28: 1/19433 pixels shown, logFC -5.7 to 4.0, log10(p) 0.0 to 6.8	28
1	Cluster 78: 245/2659 pixels shown, logFC -5.2 to 4.1, log10(p) 0.0 to 3.7	78
1	Cluster 86: 78/2155 pixels shown, logFC -3.1 to 2.0, log10(p) 0.0 to 33.1	86
1	Cluster 206: 260/5272 pixels shown, logFC -5.6 to 3.7, log10(p) 0.0 to 7.3	206
1	Cluster 414: 154/2548 pixels shown, logFC -5.0 to 3.6, log10(p) 0.0 to 5.2	414
1	Cluster 495: 908/1435 pixels shown, logFC -5.7 to 2.8, log10(p) 0.0 to 4.7	495
1	Cluster 733: 53/764 pixels shown, logFC -2.0 to 2.8, log10(p) 0.0 to 4.8	733
1	Cluster 1004: 1179/6837 pixels shown, logFC -5.1 to 2.8, log10(p) 0.0 to 4.1	1004
1	Cluster 1167: 8/676 pixels shown, logFC -3.3 to 3.3, log10(p) 0.0 to 3.4	1167
1	Cluster 1423: 479/1646 pixels shown, logFC -3.1 to 4.1, log10(p) 0.0 to 10.4	1423
1	Cluster 1464: 51/51 pixels shown, logFC -3.9 to 2.8, log10(p) 0.0 to 1.8	1464
1	Cluster 1981: 236/627 pixels shown, logFC -5.0 to 2.4, log10(p) 0.0 to 4.7	1981
1	Cluster 3963: 14/97 pixels shown, logFC -3.5 to 2.0, log10(p) 0.0 to 1.3	3963
1	Cluster 4099: 52/52 pixels shown, logFC -3.3 to 2.0, log10(p) 0.0 to 1.2	4099
