x	y	clickSelects
-0.00743721718251988	0.658815616987845	908
-0.0891814430981701	-2.4319257033814	908
-0.06186392280603	-0.115424827753964	2714
-0.00436266970078991	-1.90797918434245	245
0.03329921746269	-1.63117105202851	290
-0.02424571844946	-0.818512579206809	2714
-0.0739606896137701	-1.27317514866747	290
-0.0568943705496099	0.14667669572583	2714
0.0241605257745299	-1.6493165414795	820
-0.0165831243879602	-2.10802116563904	290
-0.07247872096442	-1.30665115190176	290
0.0898517153393601	-2.37132492757451	820
0.10395673207164	-1.11669726132946	820
0.0143368391209502	-1.82704877512827	549
0.12441691351459	-2.23481076065107	820
-0.0542254301293101	-2.2991773838547	820
0.0916873637625302	1.51249478011642	1356
-0.0343085472274201	-1.05011714763888	820
-0.08831340929521	-2.39490131433899	1942
0.0970929577775101	-1.10998529496912	606
0.0416807591164501	-0.211773130207323	606
0.12424173518637	1.80279633679052	606
-0.0515908564213299	1.47132962682188	606
-0.0160313756193	-1.9567159828015	820
0.11540705477353	-2.14631172206714	820
-0.11987028481625	0.6117489856157	606
-0.0535357053753298	2.29393169834907	606
0.10846219667186	-1.15558771042038	290
-0.0811204886828998	-1.36652177103002	254
0.0118368382560599	-1.80899602922962	290
0.06591156436679	-0.125789095041551	1356
0.12319687459353	-2.12558709344406	820
0.11597759507096	-2.20705179810445	1150
-0.09420039648051	-1.61513841371912	1197
0.0239180370639498	0.561134894345136	317
-0.0616253372959399	-2.39016127770936	405
0.00787027822264985	0.712635416735045	3162
-0.04277402080558	-2.19852613341897	1626
0.1069830122658	-2.26554650451756	539
0.0462825848413702	-1.53524152940304	565
-0.0890886426377699	-2.43007486645367	1077
-0.0442554146983798	-2.18540309062134	1077
-0.0508211190887402	-2.1546340054938	2416
0.07020914061812	-0.0863161278289386	2416
-0.0392098333073299	-2.11687635873412	565
0.01663413603193	-0.595443070675731	621
-0.11868543190615	-1.60800928086029	621
-0.0437343865528601	-2.12520882309633	621
-0.0177795808278001	-0.842233472006077	2416
-0.0557385827044898	-2.27210166896734	187
-0.0010024111937299	-1.85020943739318	565
0.0940454869786498	-2.48907263059131	1077
0.0860049067138098	-0.159871286934662	2416
-0.00332280343888991	-0.625549183974316	2416
-0.05957404111152	-0.0961334070124664	305
-0.07558958106201	-1.24853827868457	305
-0.10892708824217	-0.594068899238915	621
-0.1231186767543	-1.71529513949496	2416
-0.07124964942492	-2.35028930562592	305
0.0347712623057599	1.02440392938533	621
-0.10608623947721	2.0930130339983	2416
-0.09653618769438	0.631457769514748	2416
-0.0119487725536001	-0.639344587832374	565
0.11610722943496	-0.822296078504788	565
0.0710766068453999	-0.0399251660035045	512
0.0524647557335598	-0.125281166379621	621
-0.0393266528532501	-2.26327689143713	621
-0.11425020867969	-0.582860472610582	621
0.0847396832248299	-2.35558956192824	1077
0.0545717685398999	1.13804249647624	2416
0.07519200611772	-2.42400132740153	1077
-0.04612322423419	-2.11381254818022	305
-0.0667121230554	-2.4460649249098	621
-0.0866046428955598	-2.40590990402426	75
0.1090955109233	-2.3024373508191	2416
0.1151084433518	-1.12414899160889	621
0.11852511262129	-2.32889235980634	621
0.0850175718462101	-2.42106306834384	305
-0.1158678471024	-0.595242106407744	305
-0.0383071233136998	-2.14067629393396	621
-0.0378446133791499	-1.05209453772781	1739
-0.02683361151038	-2.11064972104759	2416
0.08047953407771	-2.36802265604553	271
-0.0549657214068202	-2.29579941539037	244
0.10736262246409	-2.30569311774717	2904
0.10184118149452	-2.39113797289652	244
-0.07304648195508	-1.24399311427684	671
-0.0455113264942701	-2.22185579910627	2962
0.05105732489519	-1.58934003854983	671
-0.0276195802725199	-2.24218764505638	47
-0.05183998824331	-2.19687449231015	2451
-0.0194217779784198	-2.09613390577296	1322
0.0987581390951799	-2.33315365335809	305
-0.06879431035405	-2.46417194700721	803
-0.0403306933242198	-0.919137522517111	901
-0.0427255162540301	-2.2258368380733	901
0.0576745146959898	-1.40372648151898	2451
0.0210644777174598	-1.76388151179075	1178
-0.0239245031318101	-2.18272796986249	803
-0.01038880914908	-2.06608416483548	901
0.10147633366016	-2.32672114151007	803
-0.0637292848187898	-2.32417900386576	305
0.0335520263574001	-1.50902473305408	810
-0.0711971528183799	-1.21966286796008	810
-0.01956261823184	-2.22874775232062	810
0.0750333756980202	-2.44527130460907	1986
0.10193743760516	-2.25742222208148	810
-0.0184585930722498	-1.9148902465579	1178
0.0427021960827201	-1.68384072681733	1186
0.00609564345369007	-1.83968428631211	1186
0.0432579446450001	-1.59378257671103	1178
