group	label	showSelected1
1	Cluster 28: 1162/19433 pixels shown, logFC -5.7 to 4.0, log10(p) 0.0 to 6.8	28
1	Cluster 218: 635/643 pixels shown, logFC -5.3 to 3.4, log10(p) 0.0 to 3.7	218
1	Cluster 223: 94/8268 pixels shown, logFC -4.3 to 4.0, log10(p) 0.0 to 9.6	223
1	Cluster 236: 106/1143 pixels shown, logFC -5.6 to 2.8, log10(p) 0.0 to 4.4	236
1	Cluster 757: 368/2022 pixels shown, logFC -4.8 to 3.4, log10(p) 0.0 to 3.2	757
1	Cluster 1244: 799/1855 pixels shown, logFC -5.5 to 2.7, log10(p) 0.0 to 4.2	1244
1	Cluster 1245: 2/112 pixels shown, logFC -3.1 to 3.1, log10(p) 0.0 to 2.0	1245
1	Cluster 2078: 75/75 pixels shown, logFC -5.0 to 2.0, log10(p) 0.0 to 3.0	2078
1	Cluster 2653: 22/44 pixels shown, logFC -5.2 to 0.7, log10(p) 0.0 to 4.5	2653
1	Cluster 2959: 203/224 pixels shown, logFC -5.3 to 2.0, log10(p) 0.0 to 3.7	2959
1	Cluster 3490: 56/56 pixels shown, logFC -4.0 to 0.5, log10(p) 0.0 to 2.7	3490
1	Cluster 3973: 33/293 pixels shown, logFC -5.3 to 0.3, log10(p) 0.0 to 4.8	3973
